#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         IonIon              BlockWeight         BlockCPU            AcceptRatio         
       111   -1.7254426990e+01    2.9794903440e+02   -3.0870595354e+01    1.3616168364e+01    1.7091719213e+01   -5.6864929419e+01    1.9218516057e+00    6.9807632464e+00    2.6764000000e+04    2.7619727453e-01    9.9740397062e-01
       112   -1.7258386100e+01    2.9807455528e+02   -3.1088497938e+01    1.3830111838e+01    1.7067827185e+01   -5.7049383051e+01    1.9122946811e+00    6.9807632464e+00    2.6754000000e+04    2.7572866281e-01    9.9741132690e-01
       113   -1.7257444274e+01    2.9804305969e+02   -3.0921004485e+01    1.3663560211e+01    1.7021508404e+01   -5.6938248503e+01    2.0149723675e+00    6.9807632464e+00    2.6796000000e+04    2.7464560668e-01    9.9735806287e-01
       114   -1.7272092764e+01    2.9857004529e+02   -3.0935998466e+01    1.3663905702e+01    1.7083746813e+01   -5.7029157141e+01    2.0286486159e+00    6.9807632464e+00    2.6904000000e+04    2.7601250013e-01    9.9751823052e-01
       115   -1.7264321897e+01    2.9834058111e+02   -3.0850829255e+01    1.3586507359e+01    1.7075143055e+01   -5.6875558653e+01    1.9688230961e+00    6.9807632464e+00    2.6971000000e+04    2.7953179677e-01    9.9729300319e-01
       116   -1.7263783517e+01    2.9828108758e+02   -3.0911829078e+01    1.3648045561e+01    1.7075991573e+01   -5.6932544936e+01    1.9639610380e+00    6.9807632464e+00    2.7046000000e+04    2.7981829643e-01    9.9734208264e-01
       117   -1.7269880881e+01    2.9846934756e+02   -3.1020223896e+01    1.3750343016e+01    1.7071257044e+01   -5.6988573878e+01    1.9163296905e+00    6.9807632464e+00    2.7035000000e+04    2.8170224031e-01    9.9735073306e-01
       118   -1.7260992278e+01    2.9816368027e+02   -3.0993729347e+01    1.3732737069e+01    1.7052918058e+01   -5.6904265138e+01    1.8768544862e+00    6.9807632464e+00    2.7011000000e+04    2.8007709980e-01    9.9729253886e-01
       119   -1.7268607559e+01    2.9843785823e+02   -3.0958745818e+01    1.3690138259e+01    1.7077181632e+01   -5.6943939355e+01    1.9272486588e+00    6.9807632464e+00    2.6982000000e+04    2.8253662586e-01    9.9754014129e-01
       120   -1.7266245277e+01    2.9836865435e+02   -3.1006697056e+01    1.3740451779e+01    1.7116656624e+01   -5.7005590725e+01    1.9014737986e+00    6.9807632464e+00    2.6908000000e+04    2.7680798372e-01    9.9732037312e-01
       121   -1.7266412247e+01    2.9837518926e+02   -3.0929635576e+01    1.3663223329e+01    1.7079056572e+01   -5.6892895212e+01    1.9034398164e+00    6.9807632464e+00    2.6900000000e+04    2.7765238285e-01    9.9756956984e-01
       122   -1.7268601255e+01    2.9844054992e+02   -3.0892109618e+01    1.3623508363e+01    1.7086052629e+01   -5.6989438799e+01    2.0305133045e+00    6.9807632464e+00    2.6944000000e+04    2.8139873346e-01    9.9737815508e-01
       123   -1.7273575925e+01    2.9860533257e+02   -3.0864994343e+01    1.3591418418e+01    1.7074128666e+01   -5.6957957872e+01    2.0380716170e+00    6.9807632464e+00    2.6976000000e+04    2.7753730615e-01    9.9722424018e-01
       124   -1.7274729779e+01    2.9863664351e+02   -3.0754282939e+01    1.3479553160e+01    1.7039157396e+01   -5.6770838473e+01    1.9966348910e+00    6.9807632464e+00    2.7042000000e+04    2.7892112732e-01    9.9735506654e-01
       125   -1.7274507841e+01    2.9864793317e+02   -3.0900392521e+01    1.3625884681e+01    1.7034932132e+01   -5.6739156322e+01    1.8230684221e+00    6.9807632464e+00    2.7114000000e+04    2.8068884214e-01    9.9731167731e-01
       126   -1.7271617338e+01    2.9851857925e+02   -3.1078898037e+01    1.3807280699e+01    1.7044480720e+01   -5.6943426897e+01    1.8392848938e+00    6.9807632464e+00    2.7176000000e+04    2.8088704745e-01    9.9753447978e-01
       127   -1.7276927276e+01    2.9872757957e+02   -3.0963251867e+01    1.3686324592e+01    1.7049330005e+01   -5.6908804799e+01    1.9154596795e+00    6.9807632464e+00    2.7112000000e+04    2.8016861280e-01    9.9749274439e-01
       128   -1.7264912893e+01    2.9828681093e+02   -3.0909536138e+01    1.3644623245e+01    1.7047188541e+01   -5.6781286149e+01    1.8437982236e+00    6.9807632464e+00    2.7083000000e+04    2.8046190739e-01    9.9749339922e-01
       129   -1.7262210917e+01    2.9822862895e+02   -3.0748530385e+01    1.3486319468e+01    1.7046846015e+01   -5.6670599505e+01    1.8944598586e+00    6.9807632464e+00    2.7075000000e+04    2.8416172663e-01    9.9731846647e-01
       130   -1.7267649221e+01    2.9842089087e+02   -3.0797906388e+01    1.3530257167e+01    1.7059487779e+01   -5.6653109077e+01    1.8149516632e+00    6.9807632464e+00    2.6903000000e+04    2.8034853935e-01    9.9744133132e-01
       131   -1.7266596862e+01    2.9838552550e+02   -3.0870314040e+01    1.3603717178e+01    1.7068593014e+01   -5.6686094199e+01    1.7664238984e+00    6.9807632464e+00    2.6841000000e+04    2.7887332439e-01    9.9758790761e-01
       132   -1.7257005831e+01    2.9807932659e+02   -3.0802072662e+01    1.3545066831e+01    1.7091408059e+01   -5.6752650253e+01    1.8784062857e+00    6.9807632464e+00    2.6878000000e+04    2.7856206894e-01    9.9738158759e-01
       133   -1.7262044685e+01    2.9820103033e+02   -3.0826110388e+01    1.3564065703e+01    1.7095733233e+01   -5.6833234544e+01    1.9306276766e+00    6.9807632464e+00    2.6802000000e+04    2.7772072951e-01    9.9732868919e-01
       134   -1.7262006611e+01    2.9824164694e+02   -3.1000418092e+01    1.3738411481e+01    1.7115684157e+01   -5.6932232639e+01    1.8353671443e+00    6.9807632464e+00    2.6831000000e+04    2.7930931250e-01    9.9729243934e-01
       135   -1.7263948047e+01    2.9831027577e+02   -3.0898531980e+01    1.3634583933e+01    1.7127275085e+01   -5.6901471772e+01    1.8949014607e+00    6.9807632464e+00    2.6866000000e+04    2.7893296878e-01    9.9755662494e-01
       136   -1.7260707802e+01    2.9817345919e+02   -3.0950385841e+01    1.3689678038e+01    1.7124930013e+01   -5.6943652876e+01    1.8875737755e+00    6.9807632464e+00    2.6983000000e+04    2.8177698453e-01    9.9727551118e-01
       137   -1.7249064438e+01    2.9776434626e+02   -3.0850471641e+01    1.3601407203e+01    1.7129973072e+01   -5.6832615984e+01    1.8714080242e+00    6.9807632464e+00    2.7015000000e+04    3.3017098904e-01    9.9739948532e-01
       138   -1.7245663419e+01    2.9765536834e+02   -3.0848543195e+01    1.3602879776e+01    1.7121048473e+01   -5.6885502013e+01    1.9351470982e+00    6.9807632464e+00    2.6920000000e+04    2.7941004435e-01    9.9746584664e-01
       139   -1.7250269302e+01    2.9782548557e+02   -3.0895464300e+01    1.3645194999e+01    1.7105885941e+01   -5.6848481136e+01    1.8663676477e+00    6.9807632464e+00    2.6848000000e+04    2.8105274836e-01    9.9733214009e-01
       140   -1.7254127300e+01    2.9797455558e+02   -3.0938727199e+01    1.3684599900e+01    1.7087075133e+01   -5.6917328198e+01    1.9107626195e+00    6.9807632464e+00    2.6824000000e+04    2.7684533596e-01    9.9741969327e-01
       141   -1.7255288623e+01    2.9799143725e+02   -3.0944201398e+01    1.3688912775e+01    1.7090679221e+01   -5.6991630371e+01    1.9759865062e+00    6.9807632464e+00    2.6763000000e+04    2.7605215708e-01    9.9761309338e-01
       142   -1.7254724713e+01    2.9796636261e+02   -3.0976193101e+01    1.3721468388e+01    1.7116938924e+01   -5.7048512127e+01    1.9746168550e+00    6.9807632464e+00    2.6710000000e+04    2.7794615428e-01    9.9733290720e-01
       143   -1.7246017647e+01    2.9767481989e+02   -3.0885535999e+01    1.3639518351e+01    1.7155458937e+01   -5.7016176488e+01    1.9944183059e+00    6.9807632464e+00    2.6673000000e+04    2.7934459845e-01    9.9764320504e-01
       144   -1.7251122855e+01    2.9791409984e+02   -3.0996329728e+01    1.3745206873e+01    1.7103627749e+01   -5.6891900326e+01    1.8111796024e+00    6.9807632464e+00    2.6668000000e+04    2.7799677849e-01    9.9765119824e-01
       145   -1.7260105730e+01    2.9814508834e+02   -3.1002715288e+01    1.3742609558e+01    1.7154914975e+01   -5.7062021788e+01    1.9236282790e+00    6.9807632464e+00    2.6646000000e+04    2.7741781871e-01    9.9734045835e-01
       146   -1.7260701240e+01    2.9816927615e+02   -3.0975304202e+01    1.3714602962e+01    1.7172958205e+01   -5.7187369864e+01    2.0583442105e+00    6.9807632464e+00    2.6644000000e+04    2.7798668543e-01    9.9731209608e-01
       147   -1.7256288072e+01    2.9801367704e+02   -3.1034925057e+01    1.3778636985e+01    1.7163428683e+01   -5.7179803329e+01    2.0006863426e+00    6.9807632464e+00    2.6670000000e+04    2.8137763341e-01    9.9747785916e-01
       148   -1.7249261440e+01    2.9778122416e+02   -3.1133720151e+01    1.3884458710e+01    1.7121549731e+01   -5.7172053099e+01    1.9360199703e+00    6.9807632464e+00    2.6682000000e+04    2.8416899840e-01    9.9719363446e-01
       149   -1.7248489528e+01    2.9773522907e+02   -3.1018206492e+01    1.3769716964e+01    1.7138297276e+01   -5.7074552652e+01    1.9372856376e+00    6.9807632464e+00    2.6685000000e+04    2.8420770168e-01    9.9729261678e-01
       150   -1.7258650989e+01    2.9810175997e+02   -3.0950941362e+01    1.3692290373e+01    1.7160010186e+01   -5.6964761410e+01    1.8730466155e+00    6.9807632464e+00    2.6674000000e+04    2.8259058793e-01    9.9757733061e-01
       151   -1.7260723490e+01    2.9825192201e+02   -3.0883949967e+01    1.3623226477e+01    1.7118655689e+01   -5.6790480254e+01    1.8071113514e+00    6.9807632464e+00    2.6728000000e+04    2.8239007791e-01    9.9740343949e-01
       152   -1.7275305452e+01    2.9867975419e+02   -3.0953320603e+01    1.3678015151e+01    1.7069968206e+01   -5.6853736436e+01    1.8496843805e+00    6.9807632464e+00    2.6791000000e+04    2.8149314721e-01    9.9750780836e-01
       153   -1.7267896953e+01    2.9841562572e+02   -3.1085779839e+01    1.3817882886e+01    1.7105501899e+01   -5.7152827921e+01    1.9807829357e+00    6.9807632464e+00    2.6835000000e+04    2.7982135614e-01    9.9736276570e-01
       154   -1.7263044510e+01    2.9824948363e+02   -3.1081629285e+01    1.3818584775e+01    1.7158623314e+01   -5.7080133932e+01    1.8591180866e+00    6.9807632464e+00    2.6905000000e+04    2.8105290731e-01    9.9731877844e-01
       155   -1.7263652381e+01    2.9828584612e+02   -3.1190795829e+01    1.3927143448e+01    1.7150936137e+01   -5.7160235124e+01    1.8377399120e+00    6.9807632464e+00    2.6952000000e+04    2.8147860368e-01    9.9731908489e-01
       156   -1.7263268857e+01    2.9824857953e+02   -3.1038605349e+01    1.3775336491e+01    1.7149714919e+01   -5.7050035340e+01    1.8809518256e+00    6.9807632464e+00    2.7039000000e+04    2.8475431601e-01    9.9740124479e-01
       157   -1.7261824273e+01    2.9818270345e+02   -3.1105332373e+01    1.3843508099e+01    1.7157329537e+01   -5.7160462833e+01    1.9170376764e+00    6.9807632464e+00    2.7089000000e+04    2.8608103593e-01    9.9729506071e-01
       158   -1.7264362968e+01    2.9828148183e+02   -3.1032271865e+01    1.3767908896e+01    1.7151088360e+01   -5.7053494534e+01    1.8893710628e+00    6.9807632464e+00    2.7158000000e+04    2.8735593955e-01    9.9727936089e-01
       159   -1.7261034231e+01    2.9817998791e+02   -3.1044419337e+01    1.3783385105e+01    1.7153198217e+01   -5.7085213296e+01    1.9068324961e+00    6.9807632464e+00    2.7192000000e+04    2.8938190142e-01    9.9737921925e-01
       160   -1.7259713726e+01    2.9810704636e+02   -3.1019615583e+01    1.3759901856e+01    1.7133757007e+01   -5.6997519787e+01    1.8633839513e+00    6.9807632464e+00    2.7184000000e+04    2.8624554475e-01    9.9731134163e-01
       161   -1.7254420860e+01    2.9794989662e+02   -3.0903165851e+01    1.3648744991e+01    1.7131880912e+01   -5.6886453257e+01    1.8706432483e+00    6.9807632464e+00    2.7022000000e+04    2.8488167127e-01    9.9743830942e-01
       162   -1.7258136431e+01    2.9808569571e+02   -3.0841290281e+01    1.3583153850e+01    1.7171232324e+01   -5.6972065261e+01    1.9787794095e+00    6.9807632464e+00    2.7007000000e+04    2.8511540095e-01    9.9748628948e-01
       163   -1.7259174418e+01    2.9811331717e+02   -3.0871397415e+01    1.3612222997e+01    1.7112993910e+01   -5.6922852486e+01    1.9576979142e+00    6.9807632464e+00    2.7037000000e+04    2.8572384516e-01    9.9716601256e-01
       164   -1.7258603647e+01    2.9809589669e+02   -3.0910556169e+01    1.3651952521e+01    1.7169205050e+01   -5.6883909189e+01    1.8233847239e+00    6.9807632464e+00    2.7030000000e+04    2.8687930107e-01    9.9762771484e-01
       165   -1.7266207398e+01    2.9835761562e+02   -3.0759220950e+01    1.3493013552e+01    1.7132999535e+01   -5.6736508976e+01    1.8635252449e+00    6.9807632464e+00    2.7025000000e+04    2.8654269377e-01    9.9763613331e-01
       166   -1.7271472247e+01    2.9852097464e+02   -3.0915335946e+01    1.3643863698e+01    1.7168455912e+01   -5.6934385968e+01    1.8698308640e+00    6.9807632464e+00    2.7039000000e+04    2.8903861841e-01    9.9734661320e-01
       167   -1.7264357270e+01    2.9828907768e+02   -3.1098050423e+01    1.3833693152e+01    1.7208511486e+01   -5.7172159101e+01    1.8848339460e+00    6.9807632464e+00    2.7011000000e+04    2.8761863708e-01    9.9728382160e-01
       168   -1.7258944895e+01    2.9818288153e+02   -3.1096937683e+01    1.3837992787e+01    1.7164603531e+01   -5.7051466784e+01    1.8091623237e+00    6.9807632464e+00    2.6972000000e+04    2.8332102299e-01    9.9730772071e-01
       169   -1.7243272400e+01    2.9756544862e+02   -3.1149058734e+01    1.3905786335e+01    1.7167536855e+01   -5.7100974520e+01    1.8036156844e+00    6.9807632464e+00    2.7012000000e+04    2.8768034776e-01    9.9735221659e-01
       170   -1.7246283410e+01    2.9767180199e+02   -3.1129203299e+01    1.3882919889e+01    1.7192157460e+01   -5.7157159922e+01    1.8550359166e+00    6.9807632464e+00    2.7052000000e+04    2.8538036346e-01    9.9745870315e-01
       171   -1.7251575502e+01    2.9786765182e+02   -3.1095921752e+01    1.3844346250e+01    1.7186396394e+01   -5.7154572197e+01    1.8914908041e+00    6.9807632464e+00    2.7080000000e+04    2.9008666674e-01    9.9757169292e-01
       172   -1.7257110912e+01    2.9801132286e+02   -3.1093924573e+01    1.3836813661e+01    1.7173426066e+01   -5.7083143244e+01    1.8350293583e+00    6.9807632464e+00    2.7136000000e+04    2.8612176577e-01    9.9758620628e-01
       173   -1.7259912924e+01    2.9815396348e+02   -3.0992140984e+01    1.3732228060e+01    1.7191674358e+01   -5.7067315843e+01    1.9027372546e+00    6.9807632464e+00    2.7139000000e+04    2.8321115176e-01    9.9722199590e-01
       174   -1.7260063313e+01    2.9815103753e+02   -3.0995107687e+01    1.3735044374e+01    1.7197452808e+01   -5.7132781035e+01    1.9594572936e+00    6.9807632464e+00    2.7231000000e+04    2.8320165475e-01    9.9726821964e-01
       175   -1.7253622803e+01    2.9795333430e+02   -3.1060678942e+01    1.3807056139e+01    1.7181203344e+01   -5.7139674445e+01    1.9170289125e+00    6.9807632464e+00    2.7191000000e+04    2.8178091844e-01    9.9742600331e-01
       176   -1.7260889233e+01    2.9819250013e+02   -3.1017745239e+01    1.3756856006e+01    1.7159451815e+01   -5.7115047112e+01    1.9570868112e+00    6.9807632464e+00    2.7117000000e+04    2.8145599365e-01    9.9757593263e-01
       177   -1.7251888006e+01    2.9789000746e+02   -3.0900350658e+01    1.3648462652e+01    1.7158443855e+01   -5.7087885407e+01    2.0483276477e+00    6.9807632464e+00    2.7131000000e+04    2.8259929021e-01    9.9734208057e-01
       178   -1.7260305979e+01    2.9815498994e+02   -3.0929023671e+01    1.3668717693e+01    1.7204646224e+01   -5.7161781694e+01    2.0473485518e+00    6.9807632464e+00    2.7135000000e+04    2.8149060408e-01    9.9730455548e-01
       179   -1.7259204914e+01    2.9813995340e+02   -3.0898815851e+01    1.3639610937e+01    1.7176768713e+01   -5.7090582129e+01    2.0342343186e+00    6.9807632464e+00    2.7105000000e+04    2.8410573800e-01    9.9735825917e-01
       180   -1.7258077352e+01    2.9806012986e+02   -3.0945628573e+01    1.3687551221e+01    1.7187818445e+01   -5.7054450638e+01    1.9402403731e+00    6.9807632464e+00    2.7105000000e+04    2.8546655178e-01    9.9742631554e-01
       181   -1.7268412251e+01    2.9844068677e+02   -3.0908014059e+01    1.3639601808e+01    1.7156765261e+01   -5.6907198282e+01    1.8616557164e+00    6.9807632464e+00    2.7139000000e+04    2.8503485521e-01    9.9716252604e-01
       182   -1.7264022562e+01    2.9829264534e+02   -3.1013135532e+01    1.3749112970e+01    1.7151322431e+01   -5.6972570185e+01    1.8273489760e+00    6.9807632464e+00    2.7120000000e+04    2.8385778268e-01    9.9728617522e-01
       183   -1.7264135084e+01    2.9829409689e+02   -3.0799009071e+01    1.3534873987e+01    1.7107533704e+01   -5.6783890703e+01    1.8965846811e+00    6.9807632464e+00    2.7095000000e+04    2.8350162506e-01    9.9733763917e-01
       184   -1.7260778671e+01    2.9818790400e+02   -3.0882532526e+01    1.3621753856e+01    1.7109231450e+01   -5.6837248218e+01    1.8647209951e+00    6.9807632464e+00    2.7110000000e+04    2.8389676412e-01    9.9726114813e-01
       185   -1.7256402726e+01    2.9801452375e+02   -3.0942182598e+01    1.3685779872e+01    1.7072751851e+01   -5.6821250027e+01    1.8255523315e+00    6.9807632464e+00    2.7129000000e+04    2.8442796071e-01    9.9724020295e-01
       186   -1.7260477419e+01    2.9813098985e+02   -3.0796654719e+01    1.3536177300e+01    1.7067449023e+01   -5.6770631202e+01    1.9257642135e+00    6.9807632464e+00    2.7126000000e+04    2.8375597795e-01    9.9759887330e-01
       187   -1.7251094831e+01    2.9784120847e+02   -3.0733731844e+01    1.3482637014e+01    1.7100782267e+01   -5.6766055761e+01    1.9507784029e+00    6.9807632464e+00    2.7095000000e+04    2.8284156322e-01    9.9744918381e-01
       188   -1.7256753011e+01    2.9805135273e+02   -3.0954425126e+01    1.3697672115e+01    1.7053181175e+01   -5.6841012312e+01    1.8526427645e+00    6.9807632464e+00    2.7015000000e+04    2.8148969014e-01    9.9749345585e-01
       189   -1.7261016664e+01    2.9817869167e+02   -3.0938179098e+01    1.3677162434e+01    1.7096231932e+01   -5.6870112618e+01    1.8549383423e+00    6.9807632464e+00    2.6970000000e+04    2.8460311890e-01    9.9746512064e-01
       190   -1.7264244307e+01    2.9829743413e+02   -3.0997995285e+01    1.3733750978e+01    1.7086439245e+01   -5.6968169279e+01    1.9029715034e+00    6.9807632464e+00    2.6944000000e+04    2.7961039543e-01    9.9721161367e-01
       191   -1.7259753981e+01    2.9815449310e+02   -3.0880181659e+01    1.3620427678e+01    1.7105084297e+01   -5.6873351862e+01    1.9073226597e+00    6.9807632464e+00    2.6946000000e+04    2.7902464072e-01    9.9733729045e-01
       192   -1.7259527702e+01    2.9812698571e+02   -3.0871776049e+01    1.3612248347e+01    1.7056029878e+01   -5.6844483235e+01    1.9359140622e+00    6.9807632464e+00    2.6928000000e+04    2.7810132504e-01    9.9732648393e-01
       193   -1.7265937966e+01    2.9843818487e+02   -3.0898566005e+01    1.3632628039e+01    1.7000152272e+01   -5.6699501837e+01    1.8200203140e+00    6.9807632464e+00    2.6933000000e+04    2.7877910932e-01    9.9713592352e-01
       194   -1.7257978324e+01    2.9811427626e+02   -3.0925827562e+01    1.3667849237e+01    1.7019127221e+01   -5.6703798389e+01    1.7780803603e+00    6.9807632464e+00    2.6966000000e+04    2.7942725023e-01    9.9751969021e-01
       195   -1.7261418160e+01    2.9819188028e+02   -3.0932366630e+01    1.3670948470e+01    1.7039215036e+01   -5.6941365730e+01    1.9890208173e+00    6.9807632464e+00    2.6997000000e+04    2.8000529607e-01    9.9724054722e-01
       196   -1.7254276083e+01    2.9796651038e+02   -3.0884004061e+01    1.3629727978e+01    1.7040536045e+01   -5.6845001931e+01    1.9396985786e+00    6.9807632464e+00    2.6952000000e+04    2.7913192908e-01    9.9743082306e-01
       197   -1.7256197579e+01    2.9798623354e+02   -3.0797461496e+01    1.3541263918e+01    1.7023633653e+01   -5.6729580035e+01    1.9277216392e+00    6.9807632464e+00    2.6935000000e+04    2.8017616272e-01    9.9733648673e-01
       198   -1.7252572189e+01    2.9789439832e+02   -3.0758443254e+01    1.3505871065e+01    1.7030428707e+01   -5.6636773731e+01    1.8671385225e+00    6.9807632464e+00    2.6918000000e+04    2.8076450030e-01    9.9754811251e-01
       199   -1.7247929258e+01    2.9771607260e+02   -3.0805380058e+01    1.3557450800e+01    1.7042951415e+01   -5.6681076993e+01    1.8519822741e+00    6.9807632464e+00    2.6949000000e+04    2.8456377983e-01    9.9762023366e-01
