# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
         0   -1.7305502355e+01    2.4828845681e-01   -5.7724360458e+12    2.6880000000e+03    0.0000000000e+00   -1.7262893500e+01    9.9421546664e-01    0.0000000000e+00
         1                 nan                 nan                 nan    2.6880000000e+03    0.0000000000e+00                 nan    9.9495220559e-01    1.0000000000e+00
