# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
       430   -1.7250031621e+01    2.9194188555e-01    2.7117475828e+03    2.7120000000e+03    1.6666666667e-01   -1.7268235125e+01    9.9475492715e-01    1.0000000000e+00
       431   -1.7252496448e+01    2.4888866652e-01    2.7137564989e+03    2.7140000000e+03    1.6666666667e-01   -1.7268939422e+01    9.9612666545e-01    1.0000000000e+00
       432   -1.7242418237e+01    2.5128788318e-01    2.7147009432e+03    2.7150000000e+03    1.6666666667e-01   -1.7269279857e+01    9.9660477958e-01    9.9852670350e-01
       433   -1.7243761371e+01    2.1829071246e-01    2.7106647917e+03    2.7110000000e+03    3.3333333333e-01   -1.7267785088e+01    9.9429429567e-01    9.9926226485e-01
       434   -1.7250696738e+01    2.5633481652e-01    2.7127115281e+03    2.7130000000e+03    6.6666666667e-01   -1.7268472112e+01    9.9570157994e-01    9.9963140435e-01
       435   -1.7248561829e+01    2.6890862597e-01    2.7117446381e+03    2.7120000000e+03    1.6666666667e-01   -1.7268057319e+01    9.9612553325e-01    9.9926253687e-01
       436   -1.7257056016e+01    2.6444091976e-01    2.7107950267e+03    2.7110000000e+03    3.3333333333e-01   -1.7267663306e+01    9.9477064843e-01    9.9963113242e-01
       437   -1.7252865383e+01    2.6642657966e-01    2.7138253980e+03    2.7140000000e+03    5.0000000000e-01   -1.7268737899e+01    9.9582073626e-01    9.9852616065e-01
       438   -1.7261848077e+01    2.8173251151e-01    2.7098474189e+03    2.7100000000e+03    3.3333333333e-01   -1.7267256890e+01    9.9536516506e-01    9.9963099631e-01
       439   -1.7244167500e+01    4.1910028248e-01    2.7117786215e+03    2.7120000000e+03    1.6666666667e-01   -1.7267976217e+01    9.9465265665e-01    9.9926253687e-01
       440   -1.7252109690e+01    2.9621956462e-01    2.7097301854e+03    2.7100000000e+03    3.3333333333e-01   -1.7267246602e+01    9.9418360449e-01    9.9926199262e-01
       441   -1.7238533400e+01    2.2899510807e-01    2.7087014822e+03    2.7090000000e+03    3.3333333333e-01   -1.7266833754e+01    9.9572120822e-01    9.9889258029e-01
       442   -1.7247482712e+01    2.3267591988e-01    2.7086795549e+03    2.7090000000e+03    3.3333333333e-01   -1.7266813456e+01    9.9533110923e-01    9.9963086010e-01
       443   -1.7239803368e+01    2.3442769719e-01    2.7076966747e+03    2.7080000000e+03    1.6666666667e-01   -1.7266384487e+01    9.9471212976e-01    9.9889217134e-01
       444   -1.7251584485e+01    3.3490568178e-01    2.7076891598e+03    2.7080000000e+03    3.3333333333e-01   -1.7266351089e+01    9.9683942750e-01    9.9926144756e-01
       445   -1.7250884006e+01    2.1908225823e-01    2.7077510198e+03    2.7080000000e+03    1.6666666667e-01   -1.7266295626e+01    9.9505702518e-01    9.9963072378e-01
       446   -1.7246076865e+01    1.9782474878e-01    2.7087517595e+03    2.7090000000e+03    3.3333333333e-01   -1.7266643741e+01    9.9511610637e-01    1.0000000000e+00
       447   -1.7253172728e+01    1.9652959526e-01    2.7097615303e+03    2.7100000000e+03    1.6666666667e-01   -1.7266989822e+01    9.9588983089e-01    9.9926199262e-01
       448   -1.7260315842e+01    2.0563412476e-01    2.7088644104e+03    2.7090000000e+03    1.6666666667e-01   -1.7266584079e+01    9.9554028811e-01    9.9926172019e-01
       449   -1.7257266559e+01    2.0330478847e-01    2.7078968224e+03    2.7080000000e+03    1.6666666667e-01   -1.7266198741e+01    9.9621884313e-01    9.9963072378e-01
       450   -1.7258066274e+01    1.8978173975e-01    2.7068854466e+03    2.7070000000e+03    0.0000000000e+00   -1.7265833768e+01    9.9445808713e-01    9.9889176210e-01
       451   -1.7251243090e+01    2.1385086568e-01    2.7058618458e+03    2.7060000000e+03    3.3333333333e-01   -1.7265459947e+01    9.9561756665e-01    9.9926090170e-01
       452   -1.7260915203e+01    2.2309418349e-01    2.7058729131e+03    2.7060000000e+03    1.6666666667e-01   -1.7265457903e+01    9.9567121608e-01    9.9926090170e-01
       453   -1.7261833602e+01    2.2809349797e-01    2.7049502547e+03    2.7050000000e+03    0.0000000000e+00   -1.7265066923e+01    9.9463113685e-01    9.9963031423e-01
       454   -1.7256560445e+01    2.2886848579e-01    2.7069156641e+03    2.7070000000e+03    0.0000000000e+00   -1.7265812103e+01    9.9627303826e-01    9.9926117473e-01
       455   -1.7266084613e+01    2.8454147358e-01    2.7059232986e+03    2.7060000000e+03    3.3333333333e-01   -1.7265451256e+01    9.9448927669e-01    9.9963045085e-01
       456   -1.7259579503e+01    2.4258464993e-01    2.7069342168e+03    2.7070000000e+03    3.3333333333e-01   -1.7265814510e+01    9.9625143441e-01    9.9852234946e-01
       457   -1.7265279629e+01    1.8094111427e-01    2.7049753532e+03    2.7050000000e+03    1.6666666667e-01   -1.7265095898e+01    9.9497183121e-01    9.9963031423e-01
       458   -1.7262900451e+01    1.9754701941e-01    2.7059800067e+03    2.7060000000e+03    3.3333333333e-01   -1.7265467717e+01    9.9666751589e-01    9.9926090170e-01
       459   -1.7269047022e+01    2.3244362793e-01    2.7050095036e+03    2.7050000000e+03    0.0000000000e+00   -1.7265116167e+01    9.9596451462e-01    9.9889094270e-01
       460   -1.7259684979e+01    2.3798958515e-01    2.7029997546e+03    2.7030000000e+03    3.3333333333e-01   -1.7264387879e+01    9.9564429310e-01    9.9852016278e-01
       461   -1.7255499868e+01    2.1112235184e-01    2.7019262199e+03    2.7020000000e+03    3.3333333333e-01   -1.7264046173e+01    9.9643127172e-01    9.9888971132e-01
       462   -1.7254846416e+01    2.3317445593e-01    2.6998887553e+03    2.7000000000e+03    3.3333333333e-01   -1.7263308009e+01    9.9527416318e-01    9.9962962963e-01
       463   -1.7260562901e+01    2.1852941763e-01    2.6989249345e+03    2.6990000000e+03    1.6666666667e-01   -1.7262928331e+01    9.9645757757e-01    9.9925898481e-01
       464   -1.7259550554e+01    2.1303878160e-01    2.6999656935e+03    2.7000000000e+03    3.3333333333e-01   -1.7263287787e+01    9.9501354719e-01    9.9962962963e-01
       465   -1.7262537271e+01    2.1900280850e-01    2.7009620981e+03    2.7010000000e+03    3.3333333333e-01   -1.7263662827e+01    9.9583772404e-01    9.9925953351e-01
       466   -1.7260324127e+01    2.7747897997e-01    2.7019616604e+03    2.7020000000e+03    1.6666666667e-01   -1.7264034938e+01    9.9666006125e-01    9.9925980755e-01
       467   -1.7258695397e+01    2.5983390872e-01    2.7019394834e+03    2.7020000000e+03    1.6666666667e-01   -1.7264045012e+01    9.9632276476e-01    9.9888971132e-01
       468   -1.7251765249e+01    2.0578970128e-01    2.7018851346e+03    2.7020000000e+03    1.6666666667e-01   -1.7264049017e+01    9.9542295675e-01    9.9851961510e-01
       469   -1.7255788171e+01    2.5672307125e-01    2.7018697862e+03    2.7020000000e+03    5.0000000000e-01   -1.7264048587e+01    9.9572752739e-01    9.9925980755e-01
       470   -1.7255124636e+01    2.3827413560e-01    2.7008847832e+03    2.7010000000e+03    3.3333333333e-01   -1.7263659264e+01    9.9552873097e-01    9.9888930026e-01
       471   -1.7261015456e+01    2.2735617324e-01    2.6989344360e+03    2.6990000000e+03    1.6666666667e-01   -1.7262910312e+01    9.9514044931e-01    9.9925898481e-01
       472   -1.7259922035e+01    3.5651636934e-01    2.6979663412e+03    2.6980000000e+03    3.3333333333e-01   -1.7262529784e+01    9.9608359705e-01    9.9962935508e-01
       473   -1.7262427338e+01    2.2649883290e-01    2.7009612136e+03    2.7010000000e+03    5.0000000000e-01   -1.7263646997e+01    9.9485948566e-01    9.9888930026e-01
       474   -1.7268201281e+01    2.6580956935e-01    2.7010244279e+03    2.7010000000e+03    1.6666666667e-01   -1.7263649937e+01    9.9510229146e-01    9.9962976675e-01
       475   -1.7262657005e+01    2.1658906137e-01    2.7010198638e+03    2.7010000000e+03    1.6666666667e-01   -1.7263659543e+01    9.9598415410e-01    9.9888930026e-01
       476   -1.7265274380e+01    2.2339251361e-01    2.6980157047e+03    2.6980000000e+03    3.3333333333e-01   -1.7262573136e+01    9.9499337892e-01    9.9888806523e-01
       477   -1.7266384376e+01    2.5882553965e-01    2.6950606465e+03    2.6950000000e+03    1.6666666667e-01   -1.7261470655e+01    9.9562836455e-01    9.9851576994e-01
       478   -1.7259956529e+01    2.2757601339e-01    2.6950251053e+03    2.6950000000e+03    3.3333333333e-01   -1.7261487598e+01    9.9763137197e-01    9.9851576994e-01
       479   -1.7263766591e+01    2.6783277632e-01    2.6930103079e+03    2.6930000000e+03    0.0000000000e+00   -1.7260764990e+01    9.9614650705e-01    9.9925733383e-01
       480   -1.7269281492e+01    2.8805204528e-01    2.6950446349e+03    2.6950000000e+03    3.3333333333e-01   -1.7261510144e+01    9.9474487011e-01    9.9888682746e-01
       481   -1.7261294009e+01    2.5890842894e-01    2.6940537123e+03    2.6940000000e+03    5.0000000000e-01   -1.7261151766e+01    9.9466257381e-01    9.9925760950e-01
       482   -1.7271490744e+01    2.6165273506e-01    2.6970743260e+03    2.6970000000e+03    1.6666666667e-01   -1.7262291851e+01    9.9474862689e-01    9.9925843530e-01
       483   -1.7270834418e+01    2.4290688575e-01    2.6951265947e+03    2.6950000000e+03    1.6666666667e-01   -1.7261556133e+01    9.9463006338e-01    9.9925788497e-01
       484   -1.7267410139e+01    2.4790695250e-01    2.6951168039e+03    2.6950000000e+03    1.6666666667e-01   -1.7261588777e+01    9.9611716534e-01    9.9777365492e-01
       485   -1.7262498256e+01    2.1091754938e-01    2.6910688895e+03    2.6910000000e+03    5.0000000000e-01   -1.7260134215e+01    9.9401130300e-01    9.9888517280e-01
       486   -1.7258384512e+01    2.0108915489e-01    2.6900155303e+03    2.6900000000e+03    3.3333333333e-01   -1.7259784276e+01    9.9574148487e-01    9.9888475836e-01
       487   -1.7255399961e+01    1.8110211784e-01    2.6919584586e+03    2.6920000000e+03    5.0000000000e-01   -1.7260536429e+01    9.9599832023e-01    9.9925705795e-01
       488   -1.7258348745e+01    2.5502785558e-01    2.6929433725e+03    2.6930000000e+03    3.3333333333e-01   -1.7260906117e+01    9.9562103894e-01    9.9814333457e-01
       489   -1.7262337964e+01    2.5769545087e-01    2.6890098413e+03    2.6890000000e+03    3.3333333333e-01   -1.7259410303e+01    9.9620623009e-01    9.9962811454e-01
       490   -1.7272238778e+01    2.6745148476e-01    2.6900747575e+03    2.6900000000e+03    0.0000000000e+00   -1.7259780351e+01    9.9639894360e-01    9.9962825279e-01
       491   -1.7266485250e+01    2.0009663444e-01    2.6910971315e+03    2.6910000000e+03    3.3333333333e-01   -1.7260160473e+01    9.9530804318e-01    9.9777034560e-01
       492   -1.7266648345e+01    2.2756756380e-01    2.6861156677e+03    2.6860000000e+03    5.0000000000e-01   -1.7258334357e+01    9.9617705673e-01    9.9888309754e-01
       493   -1.7259563584e+01    3.1756452421e-01    2.6830760205e+03    2.6830000000e+03    3.3333333333e-01   -1.7257235677e+01    9.9525989846e-01    9.9925456578e-01
       494   -1.7261168103e+01    2.7795631359e-01    2.6830320951e+03    2.6830000000e+03    3.3333333333e-01   -1.7257254841e+01    9.9559115473e-01    9.9925456578e-01
       495   -1.7256442301e+01    3.4367173719e-01    2.6819477427e+03    2.6820000000e+03    1.6666666667e-01   -1.7256883186e+01    9.9517370084e-01    9.9850857569e-01
       496   -1.7263758478e+01    2.3202954718e-01    2.6839750088e+03    2.6840000000e+03    3.3333333333e-01   -1.7257633798e+01    9.9520959042e-01    9.9962742176e-01
       497   -1.7263321275e+01    2.3738110508e-01    2.6860719580e+03    2.6860000000e+03    3.3333333333e-01   -1.7258371924e+01    9.9430574856e-01    9.9962769918e-01
       498   -1.7267444558e+01    2.1633986965e-01    2.6850924746e+03    2.6850000000e+03    1.6666666667e-01   -1.7258011218e+01    9.9539293924e-01    9.9962756052e-01
       499   -1.7270143225e+01    2.0462206132e-01    2.6861354440e+03    2.6860000000e+03    3.3333333333e-01   -1.7258394098e+01    9.9659931581e-01    9.9851079672e-01
       500   -1.7277277519e+01    1.9806369910e-01    2.6852107692e+03    2.6850000000e+03    1.6666666667e-01   -1.7258042493e+01    9.9438993648e-01    9.9851024209e-01
       501   -1.7288198092e+01    2.2752232923e-01    2.6823355467e+03    2.6820000000e+03    1.6666666667e-01   -1.7256951941e+01    9.9529890536e-01    9.9888143177e-01
       502   -1.7269338863e+01    2.4706411186e-01    2.6802874189e+03    2.6800000000e+03    3.3333333333e-01   -1.7256250953e+01    9.9506158552e-01    9.9813432836e-01
       503   -1.7267587581e+01    2.5833310264e-01    2.6761880937e+03    2.6760000000e+03    3.3333333333e-01   -1.7254829178e+01    9.9591412051e-01    9.9887892377e-01
       504   -1.7259901239e+01    2.5703029035e-01    2.6751246671e+03    2.6750000000e+03    3.3333333333e-01   -1.7254480257e+01    9.9660797962e-01    9.9850467290e-01
       505   -1.7259207155e+01    3.1073837530e-01    2.6720823019e+03    2.6720000000e+03    1.6666666667e-01   -1.7253378525e+01    9.9601971009e-01    1.0000000000e+00
       506   -1.7287494673e+01    1.1656207652e+00    2.6741559708e+03    2.6740000000e+03    1.6666666667e-01   -1.7254128109e+01    9.9506162999e-01    9.9887808527e-01
       507   -1.7278822229e+01    2.9519148670e-01    2.6752588536e+03    2.6750000000e+03    3.3333333333e-01   -1.7254501660e+01    9.9581844458e-01    9.9925233645e-01
       508   -1.7278941982e+01    2.5008541780e-01    2.6743446228e+03    2.6740000000e+03    0.0000000000e+00   -1.7254196741e+01    9.9473128352e-01    9.9962602842e-01
       509   -1.7284857954e+01    3.7855120682e-01    2.6793139936e+03    2.6790000000e+03    3.3333333333e-01   -1.7256112294e+01    9.9566093221e-01    1.0000000000e+00
       510   -1.7275114544e+01    2.3362970343e-01    2.6822495429e+03    2.6820000000e+03    3.3333333333e-01   -1.7257278990e+01    9.9606789335e-01    9.9962714392e-01
       511   -1.7269315772e+01    2.2438268031e-01    2.6821943903e+03    2.6820000000e+03    1.6666666667e-01   -1.7257340656e+01    9.9659131166e-01    9.9962714392e-01
       512   -1.7268603867e+01    2.3627486874e-01    2.6821506421e+03    2.6820000000e+03    1.6666666667e-01   -1.7257378372e+01    9.9567194914e-01    9.9888143177e-01
       513   -1.7271285198e+01    2.3594794804e-01    2.6791779043e+03    2.6790000000e+03    3.3333333333e-01   -1.7256282671e+01    9.9690557427e-01    1.0000000000e+00
       514   -1.7272167196e+01    2.0211674107e-01    2.6811913797e+03    2.6810000000e+03    1.6666666667e-01   -1.7257050600e+01    9.9546999725e-01    9.9962700485e-01
       515   -1.7272794643e+01    2.1323036263e-01    2.6822001321e+03    2.6820000000e+03    3.3333333333e-01   -1.7257451543e+01    9.9533639973e-01    9.9850857569e-01
       516   -1.7270267100e+01    1.8493815441e-01    2.6811947427e+03    2.6810000000e+03    3.3333333333e-01   -1.7257108620e+01    9.9410344517e-01    9.9962700485e-01
       517   -1.7269335427e+01    1.7760401241e-01    2.6881405678e+03    2.6880000000e+03    5.0000000000e-01   -1.7259747546e+01    9.9556290698e-01    9.9888392857e-01
       518   -1.7273790350e+01    1.7318297111e-01    2.6881614105e+03    2.6880000000e+03    1.6666666667e-01   -1.7259772713e+01    9.9600181086e-01    1.0000000000e+00
       519   -1.7271961523e+01    2.0130092260e-01    2.6891676845e+03    2.6890000000e+03    1.6666666667e-01   -1.7260167490e+01    9.9629987826e-01    9.9851245816e-01
       520   -1.7271213179e+01    1.7632648392e-01    2.6861718320e+03    2.6860000000e+03    5.0000000000e-01   -1.7259084532e+01    9.9523370404e-01    9.9925539836e-01
       521   -1.7273255875e+01    1.8633129547e-01    2.6851797582e+03    2.6850000000e+03    3.3333333333e-01   -1.7258740980e+01    9.9642167443e-01    9.9962756052e-01
       522   -1.7267476564e+01    1.7555781293e-01    2.6881407695e+03    2.6880000000e+03    3.3333333333e-01   -1.7259884584e+01    9.9568896501e-01    1.0000000000e+00
       523   -1.7264217893e+01    1.8685366377e-01    2.6880741008e+03    2.6880000000e+03    0.0000000000e+00   -1.7259916194e+01    9.9630365621e-01    9.9888392857e-01
       524   -1.7272015553e+01    2.0564922102e-01    2.6861229989e+03    2.6860000000e+03    5.0000000000e-01   -1.7259189701e+01    9.9673448767e-01    9.9962769918e-01
       525   -1.7274418639e+01    1.8170576389e-01    2.6891774884e+03    2.6890000000e+03    0.0000000000e+00   -1.7260316060e+01    9.9657813418e-01    9.9962811454e-01
       526   -1.7266724548e+01    2.1058256459e-01    2.6901305223e+03    2.6900000000e+03    1.6666666667e-01   -1.7260716213e+01    9.9543940545e-01    1.0000000000e+00
       527   -1.7276417423e+01    2.8736557852e-01    2.6921057385e+03    2.6920000000e+03    3.3333333333e-01   -1.7261493263e+01    9.9685134495e-01    9.9962852897e-01
       528   -1.7286149548e+01    2.4846083650e-01    2.6942199994e+03    2.6940000000e+03    5.0000000000e-01   -1.7262251626e+01    9.9534453259e-01    9.9962880475e-01
       529   -1.7284058525e+01    2.3764434825e-01    2.6953024310e+03    2.6950000000e+03    3.3333333333e-01   -1.7262660970e+01    9.9528286342e-01    9.9962894249e-01
       530   -1.7289654448e+01    2.4119179157e-01    2.6973100213e+03    2.6970000000e+03    3.3333333333e-01   -1.7263463483e+01    9.9597853687e-01    1.0000000000e+00
       531   -1.7289868057e+01    3.2712133514e-01    2.7003012124e+03    2.7000000000e+03    0.0000000000e+00   -1.7264630752e+01    9.9574940186e-01    9.9814814815e-01
       532   -1.7281722171e+01    2.4241469824e-01    2.6982608941e+03    2.6980000000e+03    6.6666666667e-01   -1.7263957973e+01    9.9633168166e-01    9.9888806523e-01
       533   -1.7275721014e+01    2.5113558966e-01    2.6962069642e+03    2.6960000000e+03    3.3333333333e-01   -1.7263284822e+01    9.9468578508e-01    9.9814540059e-01
       534   -1.7270582661e+01    2.8506272572e-01    2.6921512479e+03    2.6920000000e+03    3.3333333333e-01   -1.7261849371e+01    9.9553139247e-01    1.0000000000e+00
       535   -1.7270167068e+01    3.0386704617e-01    2.6951023629e+03    2.6950000000e+03    3.3333333333e-01   -1.7262998470e+01    9.9563763982e-01    9.9962894249e-01
       536   -1.7269474079e+01    3.3923240488e-01    2.6950291617e+03    2.6950000000e+03    1.6666666667e-01   -1.7263021830e+01    9.9648486478e-01    9.9925788497e-01
       537   -1.7271893081e+01    2.6020389985e-01    2.6960511154e+03    2.6960000000e+03    3.3333333333e-01   -1.7263415121e+01    9.9722828485e-01    9.9888724036e-01
       538   -1.7267561266e+01    2.3516346384e-01    2.6950891962e+03    2.6950000000e+03    1.6666666667e-01   -1.7263064751e+01    9.9505556979e-01    9.9925788497e-01
       539   -1.7272689090e+01    2.4483199655e-01    2.6941001327e+03    2.6940000000e+03    3.3333333333e-01   -1.7262719659e+01    9.9622337444e-01    9.9888641425e-01
       540   -1.7266429619e+01    2.2729111132e-01    2.6920996427e+03    2.6920000000e+03    5.0000000000e-01   -1.7261993064e+01    9.9532676310e-01    9.9962852897e-01
       541   -1.7263446423e+01    2.4356454696e-01    2.6920383375e+03    2.6920000000e+03    1.6666666667e-01   -1.7262020689e+01    9.9574398656e-01    9.9925705795e-01
       542   -1.7259085282e+01    2.5767743826e-01    2.6909925686e+03    2.6910000000e+03    1.6666666667e-01   -1.7261662489e+01    9.9446372305e-01    9.9888517280e-01
       543   -1.7259659607e+01    2.3333943618e-01    2.6899727975e+03    2.6900000000e+03    5.0000000000e-01   -1.7261297355e+01    9.9454357189e-01    9.9962825279e-01
       544   -1.7256768669e+01    2.1432083397e-01    2.6909497362e+03    2.6910000000e+03    1.6666666667e-01   -1.7261665727e+01    9.9549128641e-01    9.9962839093e-01
       545   -1.7249735688e+01    2.1438825257e-01    2.6928764135e+03    2.6930000000e+03    3.3333333333e-01   -1.7262406667e+01    9.9526783883e-01    9.9888600074e-01
       546   -1.7245388628e+01    2.7989029160e-01    2.6908098707e+03    2.6910000000e+03    3.3333333333e-01   -1.7261655251e+01    9.9566930665e-01    9.9888517280e-01
       547   -1.7248388143e+01    2.2033899181e-01    2.6898106099e+03    2.6900000000e+03    3.3333333333e-01   -1.7261259402e+01    9.9636132696e-01    9.9925650558e-01
       548   -1.7253947958e+01    2.7192824869e-01    2.6908614797e+03    2.6910000000e+03    5.0000000000e-01   -1.7261597315e+01    9.9451871400e-01    9.9925678187e-01
       549   -1.7258484252e+01    2.2125581193e-01    2.6899311652e+03    2.6900000000e+03    0.0000000000e+00   -1.7261198702e+01    9.9480616505e-01    9.9925650558e-01
       550   -1.7258613864e+01    2.4653672473e-01    2.6909566274e+03    2.6910000000e+03    3.3333333333e-01   -1.7261555920e+01    9.9534015234e-01    9.9962839093e-01
       551   -1.7255719079e+01    2.7444675369e-01    2.6929188388e+03    2.6930000000e+03    3.3333333333e-01   -1.7262294524e+01    9.9561107910e-01    9.9925733383e-01
       552   -1.7255817948e+01    2.2534302787e-01    2.6929040061e+03    2.6930000000e+03    0.0000000000e+00   -1.7262290493e+01    9.9470825312e-01    9.9925733383e-01
       553   -1.7257945046e+01    2.3843422838e-01    2.6929256775e+03    2.6930000000e+03    1.6666666667e-01   -1.7262280089e+01    9.9407261367e-01    9.9962866691e-01
       554   -1.7259996026e+01    2.6483291196e-01    2.6929550390e+03    2.6930000000e+03    1.6666666667e-01   -1.7262269948e+01    9.9488234634e-01    9.9888600074e-01
       555   -1.7262128606e+01    3.0630746253e-01    2.6919881141e+03    2.6920000000e+03    1.6666666667e-01   -1.7261893126e+01    9.9474295471e-01    9.9814264487e-01
       556   -1.7261972843e+01    2.1259411395e-01    2.6890610087e+03    2.6890000000e+03    3.3333333333e-01   -1.7260777192e+01    9.9571666894e-01    9.9925622908e-01
       557   -1.7264651225e+01    2.1489555208e-01    2.6910249935e+03    2.6910000000e+03    3.3333333333e-01   -1.7261524457e+01    9.9466183309e-01    9.9962839093e-01
       558   -1.7267210997e+01    2.1984787349e-01    2.6940518481e+03    2.6940000000e+03    3.3333333333e-01   -1.7262642078e+01    9.9571286876e-01    9.9925760950e-01
       559   -1.7258723632e+01    2.3241059456e-01    2.6949998253e+03    2.6950000000e+03    3.3333333333e-01   -1.7263022439e+01    9.9417544332e-01    9.9962894249e-01
       560   -1.7254531414e+01    3.1215612277e-01    2.6969006683e+03    2.6970000000e+03    3.3333333333e-01   -1.7263779038e+01    9.9704986552e-01    9.9962921765e-01
       561   -1.7255420702e+01    2.3797288128e-01    2.6968764453e+03    2.6970000000e+03    0.0000000000e+00   -1.7263775323e+01    9.9416677004e-01    9.9962921765e-01
       562   -1.7258101610e+01    2.7369166627e-01    2.6978965216e+03    2.6980000000e+03    3.3333333333e-01   -1.7264133263e+01    9.9562560838e-01    9.9925871016e-01
       563   -1.7260484242e+01    2.1093212649e-01    2.6979405179e+03    2.6980000000e+03    1.6666666667e-01   -1.7264122466e+01    9.9553522388e-01    9.9925871016e-01
       564   -1.7266124587e+01    2.5337319615e-01    2.6959977047e+03    2.6960000000e+03    1.6666666667e-01   -1.7263375928e+01    9.9512438738e-01    9.9851632047e-01
       565   -1.7272691011e+01    2.6468883204e-01    2.6920904168e+03    2.6920000000e+03    3.3333333333e-01   -1.7261891319e+01    9.9507207231e-01    1.0000000000e+00
       566   -1.7276892751e+01    8.6765891419e-01    2.6940473415e+03    2.6940000000e+03    1.6666666667e-01   -1.7262646260e+01    9.9571861640e-01    1.0000000000e+00
       567   -1.7264135781e+01    2.3805052271e-01    2.6959924627e+03    2.6960000000e+03    1.6666666667e-01   -1.7263414659e+01    9.9504475544e-01    9.9851632047e-01
       568   -1.7259455866e+01    3.3780782731e-01    2.6949814197e+03    2.6950000000e+03    1.6666666667e-01   -1.7263078820e+01    9.9569003436e-01    9.9962894249e-01
       569   -1.7267433960e+01    2.1901383742e-01    2.6959950109e+03    2.6960000000e+03    3.3333333333e-01   -1.7263457607e+01    9.9552704880e-01    9.9962908012e-01
       570   -1.7261711840e+01    2.2375868656e-01    2.6970069987e+03    2.6970000000e+03    1.6666666667e-01   -1.7263826267e+01    9.9693124828e-01    9.9851687060e-01
       571   -1.7263419870e+01    2.1779044861e-01    2.6949936899e+03    2.6950000000e+03    3.3333333333e-01   -1.7263099184e+01    9.9581869822e-01    9.9851576994e-01
       572   -1.7264571360e+01    2.1915422067e-01    2.6940172578e+03    2.6940000000e+03    5.0000000000e-01   -1.7262730628e+01    9.9497475539e-01    9.9925760950e-01
       573   -1.7255951600e+01    2.6167392926e-01    2.6959587078e+03    2.6960000000e+03    3.3333333333e-01   -1.7263478914e+01    9.9581400431e-01    9.9925816024e-01
       574   -1.7256162155e+01    2.0660461321e-01    2.6968960029e+03    2.6970000000e+03    3.3333333333e-01   -1.7263858340e+01    9.9449395003e-01    9.9962921765e-01
       575   -1.7257788439e+01    2.2329861224e-01    2.6978990260e+03    2.6980000000e+03    1.6666666667e-01   -1.7264219445e+01    9.9524954393e-01    9.9962935508e-01
       576   -1.7257971383e+01    2.0915586390e-01    2.6989103282e+03    2.6990000000e+03    3.3333333333e-01   -1.7264580895e+01    9.9480217489e-01    9.9925898481e-01
       577   -1.7254913881e+01    2.2480274084e-01    2.7008862407e+03    2.7010000000e+03    5.0000000000e-01   -1.7265315957e+01    9.9437035257e-01    9.9925953351e-01
       578   -1.7262000981e+01    2.1141992190e-01    2.6989133432e+03    2.6990000000e+03    3.3333333333e-01   -1.7264569945e+01    9.9509197464e-01    9.9962949240e-01
       579   -1.7251392439e+01    1.9983378169e-01    2.6998873815e+03    2.7000000000e+03    3.3333333333e-01   -1.7264928751e+01    9.9636808101e-01    9.9962962963e-01
       580   -1.7255026411e+01    2.2353148916e-01    2.6998391039e+03    2.7000000000e+03    1.6666666667e-01   -1.7264931931e+01    9.9653259680e-01    9.9962962963e-01
       581   -1.7249878672e+01    2.1215198946e-01    2.6988326790e+03    2.6990000000e+03    1.6666666667e-01   -1.7264542604e+01    9.9612053846e-01    9.9851796962e-01
       582   -1.7247943626e+01    2.5007899011e-01    2.6948071561e+03    2.6950000000e+03    1.6666666667e-01   -1.7263048204e+01    9.9568261154e-01    9.9925788497e-01
       583   -1.7249352533e+01    2.5619201198e-01    2.6938083095e+03    2.6940000000e+03    3.3333333333e-01   -1.7262655196e+01    9.9604543428e-01    9.9962880475e-01
       584   -1.7250167003e+01    2.6108645209e-01    2.6928261857e+03    2.6930000000e+03    1.6666666667e-01   -1.7262258143e+01    9.9577229569e-01    1.0000000000e+00
       585   -1.7258594982e+01    2.1074017564e-01    2.6928878739e+03    2.6930000000e+03    0.0000000000e+00   -1.7262235365e+01    9.9540563974e-01    9.9962866691e-01
       586   -1.7253392006e+01    1.8644911419e-01    2.6949069100e+03    2.6950000000e+03    3.3333333333e-01   -1.7262956748e+01    9.9539878109e-01    9.9925788497e-01
       587   -1.7252735912e+01    2.6661157897e-01    2.6948657656e+03    2.6950000000e+03    1.6666666667e-01   -1.7262953132e+01    9.9648102303e-01    9.9925788497e-01
       588   -1.7247591615e+01    2.1841880160e-01    2.6948262200e+03    2.6950000000e+03    1.6666666667e-01   -1.7262938869e+01    9.9619939613e-01    1.0000000000e+00
       589   -1.7248812976e+01    2.2275620217e-01    2.6957915816e+03    2.6960000000e+03    1.6666666667e-01   -1.7263294311e+01    9.9578575936e-01    9.9962908012e-01
       590   -1.7250034075e+01    2.7971842041e-01    2.6968067727e+03    2.6970000000e+03    1.6666666667e-01   -1.7263639181e+01    9.9566374344e-01    9.9888765295e-01
       591   -1.7245843579e+01    3.2021931512e-01    2.6957927414e+03    2.6960000000e+03    5.0000000000e-01   -1.7263244941e+01    9.9570381122e-01    9.9925816024e-01
       592   -1.7251874129e+01    2.2737003534e-01    2.6938118479e+03    2.6940000000e+03    1.6666666667e-01   -1.7262482015e+01    9.9514901740e-01    9.9888641425e-01
       593   -1.7252366445e+01    2.1150630136e-01    2.6928776525e+03    2.6930000000e+03    3.3333333333e-01   -1.7262081524e+01    9.9511072862e-01    9.9888600074e-01
