# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
      1113   -1.7249789654e+01    2.2230873978e-01    2.7037763185e+03    2.7040000000e+03    1.6666666667e-01   -1.7267010302e+01    9.9475551646e-01    9.9963017751e-01
      1114   -1.7252522018e+01    2.4488674037e-01    2.7057774121e+03    2.7060000000e+03    1.6666666667e-01   -1.7267739287e+01    9.9638610145e-01    1.0000000000e+00
      1115   -1.7253785183e+01    2.2171363960e-01    2.7067974173e+03    2.7070000000e+03    1.6666666667e-01   -1.7268097659e+01    9.9444846929e-01    9.9889176210e-01
      1116   -1.7257187578e+01    2.3331373158e-01    2.7038431840e+03    2.7040000000e+03    3.3333333333e-01   -1.7266980409e+01    9.9532498046e-01    9.9963017751e-01
      1117   -1.7262698750e+01    2.4808635330e-01    2.7048960062e+03    2.7050000000e+03    1.6666666667e-01   -1.7267343024e+01    9.9614908573e-01    9.9963031423e-01
      1118   -1.7268004522e+01    2.4197274462e-01    2.7049687193e+03    2.7050000000e+03    1.6666666667e-01   -1.7267339241e+01    9.9542971832e-01    1.0000000000e+00
      1119   -1.7266954275e+01    2.8492309022e-01    2.7049944341e+03    2.7050000000e+03    0.0000000000e+00   -1.7267340874e+01    9.9538538790e-01    9.9963031423e-01
      1120   -1.7255955942e+01    2.7677006156e-01    2.7098963461e+03    2.7100000000e+03    1.6666666667e-01   -1.7269194428e+01    9.9553460178e-01    9.9926199262e-01
      1121   -1.7250504910e+01    2.1456829476e-01    2.7077891227e+03    2.7080000000e+03    1.6666666667e-01   -1.7268461938e+01    9.9413331679e-01    9.9926144756e-01
      1122   -1.7257948123e+01    2.1460448925e-01    2.7088027629e+03    2.7090000000e+03    1.6666666667e-01   -1.7268826163e+01    9.9410139554e-01    9.9889258029e-01
      1123   -1.7258557640e+01    2.7855870839e-01    2.7078680975e+03    2.7080000000e+03    3.3333333333e-01   -1.7268446652e+01    9.9549113270e-01    9.9889217134e-01
      1124   -1.7258476793e+01    2.2292561715e-01    2.7098557900e+03    2.7100000000e+03    5.0000000000e-01   -1.7269181919e+01    9.9623039325e-01    9.9963099631e-01
      1125   -1.7254260212e+01    2.3631506322e-01    2.7118194541e+03    2.7120000000e+03    3.3333333333e-01   -1.7269917241e+01    9.9546829727e-01    9.9889380531e-01
      1126   -1.7251413774e+01    2.0038439111e-01    2.7097746041e+03    2.7100000000e+03    5.0000000000e-01   -1.7269177019e+01    9.9460639179e-01    9.9963099631e-01
      1127   -1.7243807848e+01    2.1646072645e-01    2.7087096198e+03    2.7090000000e+03    1.6666666667e-01   -1.7268801360e+01    9.9491835250e-01    9.9889258029e-01
      1128   -1.7254388457e+01    1.8752580485e-01    2.7077395604e+03    2.7080000000e+03    5.0000000000e-01   -1.7268422808e+01    9.9528900674e-01    9.9926144756e-01
      1129   -1.7251458831e+01    1.8698287043e-01    2.7107797761e+03    2.7110000000e+03    1.6666666667e-01   -1.7269513306e+01    9.9506653482e-01    9.9963113242e-01
      1130   -1.7255067744e+01    1.9204208595e-01    2.7117725444e+03    2.7120000000e+03    1.6666666667e-01   -1.7269875693e+01    9.9541400203e-01    9.9963126844e-01
      1131   -1.7254122493e+01    2.0702498591e-01    2.7117901224e+03    2.7120000000e+03    1.6666666667e-01   -1.7269866452e+01    9.9520170013e-01    9.9926253687e-01
      1132   -1.7251798272e+01    2.1576925962e-01    2.7117689184e+03    2.7120000000e+03    1.6666666667e-01   -1.7269860725e+01    9.9624090682e-01    9.9926253687e-01
      1133   -1.7254262074e+01    2.2882083489e-01    2.7117722096e+03    2.7120000000e+03    3.3333333333e-01   -1.7269854095e+01    9.9571583453e-01    9.9926253687e-01
      1134   -1.7253334000e+01    2.1419782715e-01    2.7107859913e+03    2.7110000000e+03    1.6666666667e-01   -1.7269476430e+01    9.9606196371e-01    9.9889339727e-01
      1135   -1.7249620504e+01    2.1306400056e-01    2.7107584892e+03    2.7110000000e+03    3.3333333333e-01   -1.7269469962e+01    9.9527019946e-01    9.9963113242e-01
      1136   -1.7256665151e+01    2.5559139216e-01    2.7107752047e+03    2.7110000000e+03    1.6666666667e-01   -1.7269462611e+01    9.9483514409e-01    9.9926226485e-01
      1137   -1.7263570916e+01    2.0366776599e-01    2.7088818844e+03    2.7090000000e+03    3.3333333333e-01   -1.7268713686e+01    9.9551731957e-01    9.9963086010e-01
      1138   -1.7259184041e+01    2.1719100330e-01    2.7088995688e+03    2.7090000000e+03    1.6666666667e-01   -1.7268709575e+01    9.9587201560e-01    9.9926172019e-01
      1139   -1.7256105530e+01    2.0694675929e-01    2.7118464349e+03    2.7120000000e+03    3.3333333333e-01   -1.7269818927e+01    9.9592599436e-01    9.9963126844e-01
      1140   -1.7260122057e+01    2.1489098983e-01    2.7128376749e+03    2.7130000000e+03    1.6666666667e-01   -1.7270185911e+01    9.9520548092e-01    9.9926280870e-01
      1141   -1.7263206122e+01    2.3493121038e-01    2.7138888253e+03    2.7140000000e+03    3.3333333333e-01   -1.7270549806e+01    9.9578801598e-01    1.0000000000e+00
      1142   -1.7266614566e+01    2.4708556673e-01    2.7169114900e+03    2.7170000000e+03    1.6666666667e-01   -1.7271653806e+01    9.9646018053e-01    9.9852778800e-01
      1143   -1.7262040125e+01    2.1471403293e-01    2.7159081339e+03    2.7160000000e+03    3.3333333333e-01   -1.7271287874e+01    9.9442025872e-01    9.9852724595e-01
      1144   -1.7261072957e+01    2.4547015894e-01    2.7128850529e+03    2.7130000000e+03    3.3333333333e-01   -1.7270188148e+01    9.9520159576e-01    9.9926280870e-01
      1145   -1.7252498267e+01    2.5874026509e-01    2.7108235002e+03    2.7110000000e+03    1.6666666667e-01   -1.7269451747e+01    9.9516332475e-01    9.9963113242e-01
      1146   -1.7256080386e+01    2.8231095481e-01    2.7107889987e+03    2.7110000000e+03    1.6666666667e-01   -1.7269451882e+01    9.9510876056e-01    9.9963113242e-01
      1147   -1.7260192067e+01    2.2997575460e-01    2.7118401359e+03    2.7120000000e+03    1.6666666667e-01   -1.7269812627e+01    9.9611236655e-01    9.9889380531e-01
      1148   -1.7269811219e+01    6.3860561860e-01    2.7088721583e+03    2.7090000000e+03    3.3333333333e-01   -1.7268701198e+01    9.9643464831e-01    1.0000000000e+00
      1149   -1.7257465898e+01    2.7395243831e-01    2.7148139009e+03    2.7150000000e+03    3.3333333333e-01   -1.7270912895e+01    9.9534411742e-01    9.9889502762e-01
      1150   -1.7250171291e+01    2.0454876168e-01    2.7117799352e+03    2.7120000000e+03    5.0000000000e-01   -1.7269815781e+01    9.9470409413e-01    9.9926253687e-01
      1151   -1.7261584634e+01    2.2222278653e-01    2.7098179176e+03    2.7100000000e+03    3.3333333333e-01   -1.7269074753e+01    9.9571358282e-01    9.9963099631e-01
      1152   -1.7252231246e+01    2.1467074811e-01    2.7088354032e+03    2.7090000000e+03    1.6666666667e-01   -1.7268695461e+01    9.9515220695e-01    9.9963086010e-01
      1153   -1.7258105729e+01    2.2229465904e-01    2.7078265992e+03    2.7080000000e+03    1.6666666667e-01   -1.7268326890e+01    9.9409640253e-01    9.9926144756e-01
      1154   -1.7260015624e+01    2.1347586589e-01    2.7078717430e+03    2.7080000000e+03    0.0000000000e+00   -1.7268318652e+01    9.9546573684e-01    9.9889217134e-01
      1155   -1.7246909950e+01    2.9603315599e-01    2.7068076977e+03    2.7070000000e+03    3.3333333333e-01   -1.7267946654e+01    9.9551736837e-01    9.9852234946e-01
      1156   -1.7249550803e+01    2.7419379372e-01    2.7037490224e+03    2.7040000000e+03    5.0000000000e-01   -1.7266836961e+01    9.9483821315e-01    1.0000000000e+00
      1157   -1.7262527214e+01    2.1597876372e-01    2.7038467854e+03    2.7040000000e+03    0.0000000000e+00   -1.7266823723e+01    9.9604418567e-01    9.9815088757e-01
      1158   -1.7251858916e+01    2.0974268972e-01    2.6998888209e+03    2.7000000000e+03    3.3333333333e-01   -1.7265332622e+01    9.9552055517e-01    9.9925925926e-01
      1159   -1.7248198276e+01    2.7653907067e-01    2.6987969782e+03    2.6990000000e+03    3.3333333333e-01   -1.7264963740e+01    9.9653373191e-01    9.9777695443e-01
      1160   -1.7255017019e+01    2.2238036255e-01    2.6958551358e+03    2.6960000000e+03    3.3333333333e-01   -1.7263843088e+01    9.9501604832e-01    9.9925816024e-01
      1161   -1.7265385499e+01    2.2688575513e-01    2.6959492699e+03    2.6960000000e+03    3.3333333333e-01   -1.7263831144e+01    9.9462104935e-01    9.9962908012e-01
      1162   -1.7257308554e+01    2.0697842930e-01    2.6969596397e+03    2.6970000000e+03    1.6666666667e-01   -1.7264196494e+01    9.9519586766e-01    9.9851687060e-01
      1163   -1.7253630319e+01    3.2224257846e-01    2.6968472234e+03    2.6970000000e+03    3.3333333333e-01   -1.7264200757e+01    9.9514851173e-01    1.0000000000e+00
      1164   -1.7249206516e+01    2.5915099297e-01    2.6977718381e+03    2.6980000000e+03    1.6666666667e-01   -1.7264568134e+01    9.9584527739e-01    9.9888806523e-01
      1165   -1.7244433778e+01    2.1632842635e-01    2.6957695073e+03    2.6960000000e+03    1.6666666667e-01   -1.7263819786e+01    9.9547268704e-01    9.9851632047e-01
      1166   -1.7250352965e+01    2.3199863484e-01    2.6947876781e+03    2.6950000000e+03    3.3333333333e-01   -1.7263437877e+01    9.9598918780e-01    9.9851576994e-01
      1167   -1.7249466057e+01    1.9836766152e-01    2.6918332860e+03    2.6920000000e+03    1.6666666667e-01   -1.7262308711e+01    9.9624329681e-01    9.9888558692e-01
      1168   -1.7246628844e+01    2.5887185993e-01    2.6908122997e+03    2.6910000000e+03    3.3333333333e-01   -1.7261927369e+01    9.9593916678e-01    9.9888517280e-01
      1169   -1.7249181353e+01    1.9267799007e-01    2.6898192384e+03    2.6900000000e+03    3.3333333333e-01   -1.7261545077e+01    9.9535257230e-01    9.9925650558e-01
      1170   -1.7253221745e+01    2.1865889660e-01    2.6888682861e+03    2.6890000000e+03    1.6666666667e-01   -1.7261160015e+01    9.9553251401e-01    9.9888434362e-01
      1171   -1.7245007890e+01    2.1582483411e-01    2.6868471596e+03    2.6870000000e+03    1.6666666667e-01   -1.7260405130e+01    9.9550236244e-01    9.9962783774e-01
      1172   -1.7250343372e+01    2.3224724554e-01    2.6868244712e+03    2.6870000000e+03    1.6666666667e-01   -1.7260398082e+01    9.9685897661e-01    9.9851135095e-01
      1173   -1.7252502342e+01    2.1948429023e-01    2.6838994487e+03    2.6840000000e+03    1.6666666667e-01   -1.7259266282e+01    9.9622891410e-01    9.9925484352e-01
      1174   -1.7258923262e+01    2.1329295987e-01    2.6829589308e+03    2.6830000000e+03    0.0000000000e+00   -1.7258883939e+01    9.9594743087e-01    9.9850913157e-01
      1175   -1.7258815818e+01    1.9501950188e-01    2.6830028801e+03    2.6830000000e+03    1.6666666667e-01   -1.7258876271e+01    9.9527719258e-01    1.0000000000e+00
      1176   -1.7264574432e+01    2.0949134667e-01    2.6860229663e+03    2.6860000000e+03    3.3333333333e-01   -1.7259992111e+01    9.9564800454e-01    9.9851079672e-01
      1177   -1.7260552304e+01    2.0914495226e-01    2.6830487375e+03    2.6830000000e+03    5.0000000000e-01   -1.7258872801e+01    9.9614473065e-01    9.9925456578e-01
      1178   -1.7263859171e+01    2.2056601411e-01    2.6840454527e+03    2.6840000000e+03    3.3333333333e-01   -1.7259249011e+01    9.9621593854e-01    1.0000000000e+00
      1179   -1.7274793986e+01    2.6821525494e-01    2.6861192240e+03    2.6860000000e+03    3.3333333333e-01   -1.7259993717e+01    9.9549885388e-01    9.9925539836e-01
      1180   -1.7261409460e+01    2.2397851508e-01    2.6851243971e+03    2.6850000000e+03    3.3333333333e-01   -1.7259624237e+01    9.9697038634e-01    9.9888268156e-01
      1181   -1.7262656725e+01    3.2856586966e-01    2.6849875147e+03    2.6850000000e+03    3.3333333333e-01   -1.7259637237e+01    9.9546404790e-01    9.9925512104e-01
      1182   -1.7272723479e+01    3.7315942929e-01    2.6840097650e+03    2.6840000000e+03    3.3333333333e-01   -1.7259265334e+01    9.9573194976e-01    9.9925484352e-01
      1183   -1.7271803533e+01    2.8455787728e-01    2.6821417134e+03    2.6820000000e+03    0.0000000000e+00   -1.7258521656e+01    9.9457714215e-01    9.9850857569e-01
      1184   -1.7263483969e+01    2.3413632270e-01    2.6801277957e+03    2.6800000000e+03    3.3333333333e-01   -1.7257786706e+01    9.9575675501e-01    9.9888059701e-01
      1185   -1.7264901218e+01    1.8784930856e-01    2.6800967195e+03    2.6800000000e+03    3.3333333333e-01   -1.7257796878e+01    9.9535193518e-01    9.9850746269e-01
      1186   -1.7262225740e+01    2.1292017108e-01    2.6760947968e+03    2.6760000000e+03    1.6666666667e-01   -1.7256305717e+01    9.9543861803e-01    9.9925261584e-01
      1187   -1.7273963562e+01    2.0898243226e-01    2.6791444777e+03    2.6790000000e+03    1.6666666667e-01   -1.7257429957e+01    9.9503567579e-01    9.9813363195e-01
      1188   -1.7279690014e+01    2.1817695156e-01    2.6762756690e+03    2.6760000000e+03    1.6666666667e-01   -1.7256310834e+01    9.9618027407e-01    9.9962630792e-01
      1189   -1.7282781418e+01    2.3626471347e-01    2.6763278457e+03    2.6760000000e+03    1.6666666667e-01   -1.7256322936e+01    9.9639568352e-01    9.9962630792e-01
      1190   -1.7276134393e+01    2.0868794566e-01    2.6753066201e+03    2.6750000000e+03    1.6666666667e-01   -1.7255966507e+01    9.9482092103e-01    9.9962616822e-01
      1191   -1.7276185211e+01    2.6352357507e-01    2.6772565248e+03    2.6770000000e+03    3.3333333333e-01   -1.7256734025e+01    9.9709721716e-01    9.9925289503e-01
      1192   -1.7275131109e+01    3.3004519153e-01    2.6762021935e+03    2.6760000000e+03    1.6666666667e-01   -1.7256374414e+01    9.9569889859e-01    9.9962630792e-01
      1193   -1.7263826976e+01    1.8745929396e-01    2.6771204950e+03    2.6770000000e+03    1.6666666667e-01   -1.7256762068e+01    9.9511790951e-01    9.9850579006e-01
      1194   -1.7268400665e+01    2.1021296463e-01    2.6751322200e+03    2.6750000000e+03    3.3333333333e-01   -1.7256027726e+01    9.9587823174e-01    9.9962616822e-01
      1195   -1.7274126739e+01    2.5966983885e-01    2.6751979371e+03    2.6750000000e+03    0.0000000000e+00   -1.7256030421e+01    9.9584060687e-01    9.9925233645e-01
      1196   -1.7265043668e+01    1.8473695246e-01    2.6751803434e+03    2.6750000000e+03    1.6666666667e-01   -1.7256037284e+01    9.9523740505e-01    9.9887850467e-01
      1197   -1.7262345947e+01    2.0207352162e-01    2.6741065744e+03    2.6740000000e+03    3.3333333333e-01   -1.7255675453e+01    9.9498968053e-01    9.9962602842e-01
      1198   -1.7259081838e+01    1.8350243610e-01    2.6730667691e+03    2.6730000000e+03    1.6666666667e-01   -1.7255305188e+01    9.9643989231e-01    9.9887766554e-01
      1199   -1.7253532325e+01    1.9973591574e-01    2.6720213286e+03    2.6720000000e+03    1.6666666667e-01   -1.7254932321e+01    9.9506345995e-01    9.9925149701e-01
      1200   -1.7246239717e+01    2.3649794651e-01    2.6709367493e+03    2.6710000000e+03    3.3333333333e-01   -1.7254556344e+01    9.9657924041e-01    9.9925121677e-01
      1201   -1.7248567955e+01    2.2182403734e-01    2.6719010734e+03    2.6720000000e+03    3.3333333333e-01   -1.7254923973e+01    9.9616132148e-01    1.0000000000e+00
      1202   -1.7244302656e+01    2.2999857853e-01    2.6748684229e+03    2.6750000000e+03    0.0000000000e+00   -1.7256032800e+01    9.9531420636e-01    9.9887850467e-01
      1203   -1.7246187528e+01    1.9859089586e-01    2.6728657581e+03    2.6730000000e+03    3.3333333333e-01   -1.7255273694e+01    9.9588093146e-01    9.9925177703e-01
      1204   -1.7244954374e+01    3.0192766511e-01    2.6718748872e+03    2.6720000000e+03    1.6666666667e-01   -1.7254884506e+01    9.9641421250e-01    9.9962574850e-01
      1205   -1.7252637501e+01    2.4193483401e-01    2.6739077605e+03    2.6740000000e+03    3.3333333333e-01   -1.7255619455e+01    9.9626905496e-01    9.9775617053e-01
      1206   -1.7257040999e+01    2.3164084528e-01    2.6700140534e+03    2.6700000000e+03    1.6666666667e-01   -1.7254108085e+01    9.9569583487e-01    9.9887640449e-01
      1207   -1.7262494891e+01    3.7535880327e-01    2.6690222230e+03    2.6690000000e+03    5.0000000000e-01   -1.7253726085e+01    9.9571080439e-01    9.9962532784e-01
      1208   -1.7260782829e+01    2.3085076271e-01    2.6730319226e+03    2.6730000000e+03    1.6666666667e-01   -1.7255220241e+01    9.9510050576e-01    9.9925177703e-01
      1209   -1.7255406590e+01    2.3994221597e-01    2.6710424823e+03    2.6710000000e+03    3.3333333333e-01   -1.7254473252e+01    9.9480139558e-01    1.0000000000e+00
      1210   -1.7258752259e+01    4.1978151003e-01    2.6750114823e+03    2.6750000000e+03    0.0000000000e+00   -1.7255969667e+01    9.9474063137e-01    9.9925233645e-01
      1211   -1.7264012762e+01    2.5252226154e-01    2.6730668917e+03    2.6730000000e+03    1.6666666667e-01   -1.7255216853e+01    9.9365923375e-01    9.9775533109e-01
      1212   -1.7249213252e+01    2.1125879277e-01    2.6690359753e+03    2.6690000000e+03    3.3333333333e-01   -1.7253717433e+01    9.9557422413e-01    9.9925065568e-01
      1213   -1.7254898571e+01    2.3458255900e-01    2.6679814354e+03    2.6680000000e+03    3.3333333333e-01   -1.7253345568e+01    9.9574991969e-01    9.9962518741e-01
      1214   -1.7269524953e+01    2.3288403942e-01    2.6671187443e+03    2.6670000000e+03    1.6666666667e-01   -1.7252960271e+01    9.9659802924e-01    9.9962504687e-01
      1215   -1.7264061642e+01    2.7161819701e-01    2.6671760171e+03    2.6670000000e+03    1.6666666667e-01   -1.7252954975e+01    9.9599864264e-01    9.9962504687e-01
      1216   -1.7259836703e+01    2.2762407895e-01    2.6691062871e+03    2.6690000000e+03    3.3333333333e-01   -1.7253712420e+01    9.9652768363e-01    9.9925065568e-01
      1217   -1.7257386003e+01    2.8651761984e-01    2.6680687492e+03    2.6680000000e+03    1.6666666667e-01   -1.7253340593e+01    9.9507235159e-01    9.9925037481e-01
      1218   -1.7254587847e+01    2.3299067778e-01    2.6670348293e+03    2.6670000000e+03    1.6666666667e-01   -1.7252964840e+01    9.9525797117e-01    9.9962504687e-01
      1219   -1.7258602788e+01    2.4389121946e-01    2.6680563697e+03    2.6680000000e+03    3.3333333333e-01   -1.7253336665e+01    9.9619474103e-01    9.9925037481e-01
      1220   -1.7253357932e+01    2.0223630810e-01    2.6670396604e+03    2.6670000000e+03    1.6666666667e-01   -1.7252956231e+01    9.9576966049e-01    1.0000000000e+00
      1221   -1.7249315385e+01    2.0834271275e-01    2.6699616554e+03    2.6700000000e+03    5.0000000000e-01   -1.7254078499e+01    9.9574560576e-01    1.0000000000e+00
      1222   -1.7259361467e+01    2.2139653829e-01    2.6719902497e+03    2.6720000000e+03    3.3333333333e-01   -1.7254820651e+01    9.9496410928e-01    9.9850299401e-01
      1223   -1.7264476184e+01    3.9430181060e-01    2.6680561446e+03    2.6680000000e+03    3.3333333333e-01   -1.7253312305e+01    9.9401853051e-01    9.9887556222e-01
      1224   -1.7254146440e+01    2.2673631891e-01    2.6660249282e+03    2.6660000000e+03    3.3333333333e-01   -1.7252561136e+01    9.9547361394e-01    9.9962490623e-01
      1225   -1.7266237355e+01    2.8871901479e-01    2.6680514748e+03    2.6680000000e+03    1.6666666667e-01   -1.7253314329e+01    9.9508168072e-01    9.9925037481e-01
      1226   -1.7267247529e+01    2.4299771500e-01    2.6681229945e+03    2.6680000000e+03    3.3333333333e-01   -1.7253308435e+01    9.9643672189e-01    9.9925037481e-01
      1227   -1.7258664330e+01    2.0018946064e-01    2.6661334742e+03    2.6660000000e+03    1.6666666667e-01   -1.7252563374e+01    9.9545018434e-01    9.9962490623e-01
      1228   -1.7248004429e+01    1.9391845362e-01    2.6660073163e+03    2.6660000000e+03    0.0000000000e+00   -1.7252569106e+01    9.9453740170e-01    1.0000000000e+00
      1229   -1.7251942094e+01    2.2839484017e-01    2.6709392576e+03    2.6710000000e+03    1.6666666667e-01   -1.7254440938e+01    9.9393739684e-01    9.9812804193e-01
      1230   -1.7256704250e+01    2.1218514591e-01    2.6670179861e+03    2.6670000000e+03    5.0000000000e-01   -1.7252930939e+01    9.9563091943e-01    9.9887514061e-01
      1231   -1.7256075250e+01    2.4910783147e-01    2.6670520525e+03    2.6670000000e+03    1.6666666667e-01   -1.7252923130e+01    9.9482695825e-01    9.9887514061e-01
      1232   -1.7258502680e+01    2.1921986794e-01    2.6650664529e+03    2.6650000000e+03    3.3333333333e-01   -1.7252169354e+01    9.9508251330e-01    9.9962476548e-01
      1233   -1.7264591490e+01    2.0416547403e-01    2.6661315031e+03    2.6660000000e+03    1.6666666667e-01   -1.7252540381e+01    9.9446810474e-01    9.9887471868e-01
      1234   -1.7259766077e+01    2.0203457648e-01    2.6631406558e+03    2.6630000000e+03    3.3333333333e-01   -1.7251412476e+01    9.9603163873e-01    9.9924896733e-01
      1235   -1.7266903758e+01    2.4092538043e-01    2.6651641188e+03    2.6650000000e+03    6.6666666667e-01   -1.7252166606e+01    9.9455340489e-01    9.9924953096e-01
      1236   -1.7266690287e+01    1.9905986848e-01    2.6651974049e+03    2.6650000000e+03    1.6666666667e-01   -1.7252165731e+01    9.9677933477e-01    9.9812382739e-01
      1237   -1.7266127779e+01    2.0892524153e-01    2.6612105982e+03    2.6610000000e+03    3.3333333333e-01   -1.7250669070e+01    9.9506779123e-01    9.9887260428e-01
      1238   -1.7261508451e+01    2.3941406739e-01    2.6581865430e+03    2.6580000000e+03    3.3333333333e-01   -1.7249546245e+01    9.9511579987e-01    9.9924755455e-01
      1239   -1.7259692576e+01    1.9959550383e-01    2.6571477072e+03    2.6570000000e+03    3.3333333333e-01   -1.7249174656e+01    9.9566542794e-01    1.0000000000e+00
      1240   -1.7257640378e+01    2.4799803193e-01    2.6581146372e+03    2.6580000000e+03    1.6666666667e-01   -1.7249551593e+01    9.9499984758e-01    9.9924755455e-01
      1241   -1.7257731866e+01    2.8318641490e-01    2.6561111761e+03    2.6560000000e+03    3.3333333333e-01   -1.7248797916e+01    9.9533904030e-01    9.9887048193e-01
      1242   -1.7258182315e+01    3.0021561999e-01    2.6541266212e+03    2.6540000000e+03    3.3333333333e-01   -1.7248041876e+01    9.9650625351e-01    9.9924642050e-01
      1243   -1.7269516749e+01    2.0029308513e-01    2.6562006534e+03    2.6560000000e+03    1.6666666667e-01   -1.7248792513e+01    9.9536351261e-01    9.9962349398e-01
      1244   -1.7261842516e+01    2.4185533445e-01    2.6552243764e+03    2.6550000000e+03    1.6666666667e-01   -1.7248413675e+01    9.9559150732e-01    9.9924670433e-01
      1245   -1.7262284753e+01    2.2791383889e-01    2.6561804776e+03    2.6560000000e+03    3.3333333333e-01   -1.7248797894e+01    9.9558737434e-01    9.9849397590e-01
      1246   -1.7270403123e+01    2.1078154842e-01    2.6542433167e+03    2.6540000000e+03    3.3333333333e-01   -1.7248045531e+01    9.9692395589e-01    9.9886963075e-01
      1247   -1.7260901451e+01    2.4654622129e-01    2.6532391836e+03    2.6530000000e+03    5.0000000000e-01   -1.7247669986e+01    9.9454372795e-01    9.9886920467e-01
      1248   -1.7265270071e+01    2.2540174566e-01    2.6522101040e+03    2.6520000000e+03    3.3333333333e-01   -1.7247301369e+01    9.9623001513e-01    9.9924585219e-01
      1249   -1.7267307154e+01    2.6295248784e-01    2.6532507312e+03    2.6530000000e+03    1.6666666667e-01   -1.7247678473e+01    9.9573894360e-01    9.9962306822e-01
      1250   -1.7261927458e+01    2.3747263868e-01    2.6552110604e+03    2.6550000000e+03    3.3333333333e-01   -1.7248435953e+01    9.9515075947e-01    1.0000000000e+00
      1251   -1.7260855860e+01    2.3329818453e-01    2.6571560963e+03    2.6570000000e+03    1.6666666667e-01   -1.7249194629e+01    9.9576801146e-01    1.0000000000e+00
      1252   -1.7260633156e+01    1.9799596079e-01    2.6591400163e+03    2.6590000000e+03    3.3333333333e-01   -1.7249948058e+01    9.9516939479e-01    9.9887175630e-01
      1253   -1.7263853587e+01    2.0000792869e-01    2.6561731281e+03    2.6560000000e+03    1.6666666667e-01   -1.7248819229e+01    9.9567809003e-01    9.9924698795e-01
      1254   -1.7262418745e+01    1.9397962534e-01    2.6551949625e+03    2.6550000000e+03    1.6666666667e-01   -1.7248442512e+01    9.9536311162e-01    9.9962335217e-01
      1255   -1.7265114830e+01    2.9612851525e-01    2.6561667986e+03    2.6560000000e+03    1.6666666667e-01   -1.7248821737e+01    9.9501939598e-01    9.9924698795e-01
      1256   -1.7255084237e+01    2.3395523945e-01    2.6551257666e+03    2.6550000000e+03    1.6666666667e-01   -1.7248446562e+01    9.9496426725e-01    9.9887005650e-01
      1257   -1.7254301898e+01    2.3776919806e-01    2.6550854738e+03    2.6550000000e+03    5.0000000000e-01   -1.7248450292e+01    9.9645501394e-01    1.0000000000e+00
      1258   -1.7255315060e+01    2.4747663941e-01    2.6560728952e+03    2.6560000000e+03    1.6666666667e-01   -1.7248821930e+01    9.9443998231e-01    9.9924698795e-01
      1259   -1.7257778022e+01    2.2493219334e-01    2.6551022220e+03    2.6550000000e+03    1.6666666667e-01   -1.7248439748e+01    9.9566817468e-01    9.9887005650e-01
      1260   -1.7249355533e+01    2.2364212366e-01    2.6540744307e+03    2.6540000000e+03    3.3333333333e-01   -1.7248058307e+01    9.9541594636e-01    9.9886963075e-01
      1261   -1.7243365132e+01    2.0588648449e-01    2.6539776550e+03    2.6540000000e+03    1.6666666667e-01   -1.7248055715e+01    9.9535437615e-01    9.9811605124e-01
      1262   -1.7248981781e+01    2.1549690786e-01    2.6500051302e+03    2.6500000000e+03    5.0000000000e-01   -1.7246537583e+01    9.9496047990e-01    9.9886792453e-01
      1263   -1.7262991880e+01    2.5699192998e-01    2.6471349525e+03    2.6470000000e+03    3.3333333333e-01   -1.7245389896e+01    9.9590520391e-01    9.9924442765e-01
      1264   -1.7260985332e+01    3.6404992827e-01    2.6462253928e+03    2.6460000000e+03    3.3333333333e-01   -1.7245001919e+01    9.9524105146e-01    9.9924414210e-01
      1265   -1.7265546694e+01    2.2191862385e-01    2.6492322275e+03    2.6490000000e+03    3.3333333333e-01   -1.7246136988e+01    9.9610507586e-01    9.9924499811e-01
      1266   -1.7266937693e+01    2.1013382721e-01    2.6502625908e+03    2.6500000000e+03    5.0000000000e-01   -1.7246514618e+01    9.9510528854e-01    9.9962264151e-01
      1267   -1.7265928745e+01    3.5609446325e-01    2.6492410505e+03    2.6490000000e+03    1.6666666667e-01   -1.7246141296e+01    9.9569933618e-01    9.9924499811e-01
      1268   -1.7263080037e+01    2.4195700501e-01    2.6512151238e+03    2.6510000000e+03    5.0000000000e-01   -1.7246901305e+01    9.9585456032e-01    9.9962278386e-01
      1269   -1.7263598421e+01    2.1932740061e-01    2.6581888390e+03    2.6580000000e+03    5.0000000000e-01   -1.7249542758e+01    9.9445537458e-01    9.9924755455e-01
      1270   -1.7273088953e+01    2.5182637820e-01    2.6562499464e+03    2.6560000000e+03    1.6666666667e-01   -1.7248792007e+01    9.9529446969e-01    1.0000000000e+00
      1271   -1.7261854774e+01    2.0825203101e-01    2.6572372188e+03    2.6570000000e+03    1.6666666667e-01   -1.7249170859e+01    9.9587812662e-01    9.9849454272e-01
      1272   -1.7259134445e+01    1.8960383655e-01    2.6531696108e+03    2.6530000000e+03    3.3333333333e-01   -1.7247674778e+01    9.9481662171e-01    9.9962306822e-01
      1273   -1.7258909381e+01    1.8505603438e-01    2.6551378852e+03    2.6550000000e+03    3.3333333333e-01   -1.7248429273e+01    9.9496672066e-01    1.0000000000e+00
      1274   -1.7265146365e+01    2.2769905644e-01    2.6561698584e+03    2.6560000000e+03    1.6666666667e-01   -1.7248804447e+01    9.9522973956e-01    9.9924698795e-01
