#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
       115   -1.7257700523e+01    2.9805336420e+02   -3.0962881347e+01    1.3705180825e+01   -5.6918585389e+01    1.9753203114e+00    1.6999620484e+01    6.9807632464e+00    2.6654000000e+04    2.8066764900e-01    9.9746706571e-01
       116   -1.7264470609e+01    2.9828107043e+02   -3.1097922256e+01    1.3833451647e+01   -5.7027770570e+01    1.9491907752e+00    1.6999894292e+01    6.9807632464e+00    2.6729000000e+04    2.8005916517e-01    9.9740427453e-01
       117   -1.7264518391e+01    2.9826742705e+02   -3.0981539060e+01    1.3717020669e+01   -5.6914063918e+01    1.9477029985e+00    1.7004058613e+01    6.9807632464e+00    2.6760000000e+04    2.7909131800e-01    9.9753764353e-01
       118   -1.7274927100e+01    2.9865438833e+02   -3.0940355902e+01    1.3665428803e+01   -5.6840617812e+01    1.9201675312e+00    1.6999331132e+01    6.9807632464e+00    2.6748000000e+04    2.7791874167e-01    9.9732719112e-01
       119   -1.7274372656e+01    2.9869774574e+02   -3.0986755805e+01    1.3712383150e+01   -5.6732941428e+01    1.7848625001e+00    1.6980559876e+01    6.9807632464e+00    2.6803000000e+04    2.8127713867e-01    9.9722932890e-01
       120   -1.7263335280e+01    2.9824173617e+02   -3.0907678705e+01    1.3644343425e+01   -5.6720837824e+01    1.8303057130e+00    1.7002090159e+01    6.9807632464e+00    2.6728000000e+04    2.7641536083e-01    9.9755948030e-01
       121   -1.7259652265e+01    2.9815157803e+02   -3.0858620785e+01    1.3598968519e+01   -5.6773405153e+01    1.8964103784e+00    1.7037610744e+01    6.9807632464e+00    2.6691000000e+04    2.7540526767e-01    9.9710118460e-01
       122   -1.7261344253e+01    2.9819576895e+02   -3.1018338052e+01    1.3756993799e+01   -5.6939850567e+01    1.8485565437e+00    1.7092192725e+01    6.9807632464e+00    2.6675000000e+04    2.7684318650e-01    9.9741792991e-01
       123   -1.7258020029e+01    2.9806864979e+02   -3.0952068196e+01    1.3694048167e+01   -5.6923681188e+01    1.9186973115e+00    1.7072152433e+01    6.9807632464e+00    2.6632000000e+04    2.7672120417e-01    9.9733966431e-01
       124   -1.7254778141e+01    2.9795547230e+02   -3.1027938927e+01    1.3773160786e+01   -5.6950226047e+01    1.8531739965e+00    1.7088349877e+01    6.9807632464e+00    2.6562000000e+04    2.7814452267e-01    9.9748727502e-01
       125   -1.7241236538e+01    2.9750777307e+02   -3.1099814144e+01    1.3858577606e+01   -5.7001883838e+01    1.8384027949e+00    1.7082903653e+01    6.9807632464e+00    2.6523000000e+04    2.7779893683e-01    9.9725283962e-01
       126   -1.7244427545e+01    2.9761058567e+02   -3.1074259590e+01    1.3829832046e+01   -5.6947225400e+01    1.8046878638e+00    1.7087514699e+01    6.9807632464e+00    2.6499000000e+04    2.7639196033e-01    9.9741460685e-01
       127   -1.7249244445e+01    2.9776574471e+02   -3.0913105972e+01    1.3663861527e+01   -5.6846173568e+01    1.8735379668e+00    1.7078766383e+01    6.9807632464e+00    2.6582000000e+04    2.7787925083e-01    9.9738075916e-01
       128   -1.7258819824e+01    2.9807493740e+02   -3.0854447917e+01    1.3595628094e+01   -5.6767594427e+01    1.8537169175e+00    1.7078666346e+01    6.9807632464e+00    2.6521000000e+04    2.7993331200e-01    9.9730479297e-01
       129   -1.7271069778e+01    2.9851085319e+02   -3.0886570629e+01    1.3615500850e+01   -5.6795278205e+01    1.8546801622e+00    1.7073264168e+01    6.9807632464e+00    2.6528000000e+04    2.8328223033e-01    9.9730359639e-01
       130   -1.7277900909e+01    2.9879004364e+02   -3.0959077381e+01    1.3681176471e+01   -5.6926465620e+01    1.9508429826e+00    1.7035782010e+01    6.9807632464e+00    2.6608000000e+04    2.8029060733e-01    9.9743471227e-01
       131   -1.7269012162e+01    2.9849347321e+02   -3.1017533592e+01    1.3748521429e+01   -5.7101531818e+01    2.0327476482e+00    1.7070487332e+01    6.9807632464e+00    2.6631000000e+04    2.7720291650e-01    9.9739530787e-01
       132   -1.7273336704e+01    2.9859791978e+02   -3.1150476993e+01    1.3877140289e+01   -5.7163839601e+01    1.9795655095e+00    1.7053033852e+01    6.9807632464e+00    2.6682000000e+04    2.7695445033e-01    9.9748290737e-01
       133   -1.7267920024e+01    2.9840692070e+02   -3.0922276223e+01    1.3654356199e+01   -5.6923756588e+01    1.9409583753e+00    1.7079758744e+01    6.9807632464e+00    2.6686000000e+04    2.7598645700e-01    9.9731641428e-01
       134   -1.7251326096e+01    2.9787893865e+02   -3.1009148252e+01    1.3757822156e+01   -5.7014808433e+01    1.9423416092e+00    1.7082555326e+01    6.9807632464e+00    2.6725000000e+04    2.7628746033e-01    9.9745972617e-01
       135   -1.7253040920e+01    2.9790594623e+02   -3.0951910987e+01    1.3698870066e+01   -5.6813747782e+01    1.8254493759e+00    1.7055624172e+01    6.9807632464e+00    2.6747000000e+04    2.7624584017e-01    9.9719599182e-01
       136   -1.7250100489e+01    2.9779426738e+02   -3.0889639219e+01    1.3639538729e+01   -5.6788039745e+01    1.8593813435e+00    1.7058255936e+01    6.9807632464e+00    2.6713000000e+04    2.7583021500e-01    9.9746399150e-01
       137   -1.7255109180e+01    2.9796056699e+02   -3.0830131940e+01    1.3575022761e+01   -5.6725549427e+01    1.8690660612e+00    1.7045588179e+01    6.9807632464e+00    2.6695000000e+04    2.7628936617e-01    9.9728419285e-01
       138   -1.7251531344e+01    2.9785061156e+02   -3.0790684241e+01    1.3539152897e+01   -5.6751496341e+01    1.9429514287e+00    1.7037097425e+01    6.9807632464e+00    2.6648000000e+04    2.7640250017e-01    9.9732170495e-01
       139   -1.7255922854e+01    2.9799051922e+02   -3.0801045998e+01    1.3545123144e+01   -5.6794992520e+01    1.9671478789e+00    1.7046035396e+01    6.9807632464e+00    2.6689000000e+04    2.8249239600e-01    9.9743284773e-01
       140   -1.7262956795e+01    2.9831087261e+02   -3.0600277965e+01    1.3337321169e+01   -5.6548587800e+01    1.9334744651e+00    1.7034072123e+01    6.9807632464e+00    2.6688000000e+04    2.7689309200e-01    9.9739616267e-01
       141   -1.7259887595e+01    2.9811924410e+02   -3.0664318070e+01    1.3404430475e+01   -5.6651146061e+01    1.9685304639e+00    1.7037534281e+01    6.9807632464e+00    2.6650000000e+04    2.7796964550e-01    9.9770169677e-01
       142   -1.7272408016e+01    2.9856563334e+02   -3.0827057143e+01    1.3554649127e+01   -5.6685250423e+01    1.8335794779e+00    1.7043850555e+01    6.9807632464e+00    2.6652000000e+04    2.8155977667e-01    9.9746288841e-01
       143   -1.7258231679e+01    2.9807497925e+02   -3.0977090100e+01    1.3718858421e+01   -5.6738368517e+01    1.7295993835e+00    1.7050915787e+01    6.9807632464e+00    2.6692000000e+04    2.7877319200e-01    9.9742328315e-01
       144   -1.7264033737e+01    2.9825881522e+02   -3.1056471691e+01    1.3792437955e+01   -5.6862269629e+01    1.7734320125e+00    1.7051602679e+01    6.9807632464e+00    2.6747000000e+04    2.7859792433e-01    9.9734072389e-01
       145   -1.7258564933e+01    2.9809332038e+02   -3.1049371874e+01    1.3790806941e+01   -5.7019301100e+01    1.9277596627e+00    1.7061406317e+01    6.9807632464e+00    2.6751000000e+04    2.7618972600e-01    9.9754673082e-01
       146   -1.7264910592e+01    2.9835171143e+02   -3.0888346251e+01    1.3623435659e+01   -5.6833098652e+01    1.9392920478e+00    1.7024697107e+01    6.9807632464e+00    2.6776000000e+04    2.7645640583e-01    9.9753004162e-01
       147   -1.7266798875e+01    2.9837516801e+02   -3.0785810294e+01    1.3519011419e+01   -5.6575531775e+01    1.8260764371e+00    1.6982881797e+01    6.9807632464e+00    2.6808000000e+04    2.7700088800e-01    9.9741185145e-01
       148   -1.7264261715e+01    2.9831764071e+02   -3.0679074224e+01    1.3414812509e+01   -5.6454533217e+01    1.8264790137e+00    1.6968216733e+01    6.9807632464e+00    2.6853000000e+04    2.7657983700e-01    9.9729066044e-01
       149   -1.7254608110e+01    2.9795737585e+02   -3.0608339136e+01    1.3353731027e+01   -5.6473627822e+01    1.9448240506e+00    1.6939701389e+01    6.9807632464e+00    2.6834000000e+04    2.7850572917e-01    9.9724763545e-01
       150   -1.7256258870e+01    2.9799174779e+02   -3.0594231199e+01    1.3337972329e+01   -5.6514207353e+01    2.0029440377e+00    1.6936268870e+01    6.9807632464e+00    2.6777000000e+04    2.7448921133e-01    9.9751647755e-01
       151   -1.7256067652e+01    2.9800868393e+02   -3.0640706811e+01    1.3384639159e+01   -5.6395270464e+01    1.8457908330e+00    1.6928009574e+01    6.9807632464e+00    2.6792000000e+04    2.7305019883e-01    9.9751787007e-01
       152   -1.7248907479e+01    2.9774159746e+02   -3.0831973434e+01    1.3583065955e+01   -5.6546761868e+01    1.8187538806e+00    1.6915271307e+01    6.9807632464e+00    2.6785000000e+04    2.7317994350e-01    9.9734952467e-01
       153   -1.7267546367e+01    2.9837171700e+02   -3.0772329623e+01    1.3504783256e+01   -5.6503806938e+01    1.8557638320e+00    1.6894950237e+01    6.9807632464e+00    2.6714000000e+04    2.7476868133e-01    9.9737576075e-01
       154   -1.7256702382e+01    2.9801532659e+02   -3.0752782310e+01    1.3496079928e+01   -5.6600287251e+01    1.9386981841e+00    1.6928043511e+01    6.9807632464e+00    2.6710000000e+04    2.7493768533e-01    9.9735103499e-01
       155   -1.7262904899e+01    2.9824473345e+02   -3.0700591820e+01    1.3437686921e+01   -5.6418058102e+01    1.7839074917e+00    1.6952795543e+01    6.9807632464e+00    2.6787000000e+04    2.7516209050e-01    9.9749765617e-01
       156   -1.7263575562e+01    2.9828564953e+02   -3.0511094199e+01    1.3247518637e+01   -5.6355154167e+01    1.9385150185e+00    1.6924781703e+01    6.9807632464e+00    2.6816000000e+04    2.7593260900e-01    9.9754832796e-01
       157   -1.7260146294e+01    2.9815586543e+02   -3.0591677346e+01    1.3331531051e+01   -5.6378174286e+01    1.8693397547e+00    1.6936393939e+01    6.9807632464e+00    2.6825000000e+04    2.7562336567e-01    9.9747426503e-01
       158   -1.7253576936e+01    2.9789078642e+02   -3.0571237968e+01    1.3317661031e+01   -5.6418543925e+01    1.8971501273e+00    1.6969392584e+01    6.9807632464e+00    2.6796000000e+04    2.7535689017e-01    9.9761114761e-01
       159   -1.7261831790e+01    2.9820862680e+02   -3.0732445748e+01    1.3470613958e+01   -5.6626416367e+01    1.9267763549e+00    1.6986431017e+01    6.9807632464e+00    2.6851000000e+04    2.7922591233e-01    9.9739272087e-01
       160   -1.7264282776e+01    2.9831693658e+02   -3.0790343544e+01    1.3526060768e+01   -5.6735773155e+01    1.9497323848e+00    1.7014933980e+01    6.9807632464e+00    2.6859000000e+04    2.7678061900e-01    9.9745406260e-01
       161   -1.7272045775e+01    2.9857561148e+02   -3.0678881646e+01    1.3406835871e+01   -5.6554249907e+01    1.8836759053e+00    1.7010929110e+01    6.9807632464e+00    2.6851000000e+04    2.7637778833e-01    9.9745900843e-01
       162   -1.7267773107e+01    2.9840437835e+02   -3.0700051541e+01    1.3432278434e+01   -5.6511599516e+01    1.8254531920e+00    1.7005331537e+01    6.9807632464e+00    2.6845000000e+04    2.7924623583e-01    9.9728513973e-01
       163   -1.7276591028e+01    2.9873556465e+02   -3.0894555646e+01    1.3617964618e+01   -5.6767464557e+01    1.8996320679e+00    1.6992513597e+01    6.9807632464e+00    2.6785000000e+04    2.7900446283e-01    9.9767608866e-01
       164   -1.7272119035e+01    2.9854370096e+02   -3.0995220686e+01    1.3723101651e+01   -5.6981649419e+01    1.9694440291e+00    1.7036221458e+01    6.9807632464e+00    2.6803000000e+04    2.8262073183e-01    9.9744914275e-01
       165   -1.7259039870e+01    2.9819622883e+02   -3.0972365207e+01    1.3713325337e+01   -5.6944202515e+01    1.9178755413e+00    1.7073198520e+01    6.9807632464e+00    2.6800000000e+04    2.8023136333e-01    9.9749557359e-01
       166   -1.7268653954e+01    2.9843555523e+02   -3.0922911876e+01    1.3654257922e+01   -5.6862827968e+01    1.9123896682e+00    1.7046763177e+01    6.9807632464e+00    2.6817000000e+04    2.7749503817e-01    9.9751088298e-01
       167   -1.7266935933e+01    2.9836714795e+02   -3.0768505232e+01    1.3501569299e+01   -5.6731475397e+01    1.9413817453e+00    1.7040825173e+01    6.9807632464e+00    2.6797000000e+04    2.7853459000e-01    9.9736371936e-01
       168   -1.7262487922e+01    2.9820437662e+02   -3.0823648949e+01    1.3561161027e+01   -5.6885514257e+01    2.0400963836e+00    1.7041005678e+01    6.9807632464e+00    2.6883000000e+04    2.8195591517e-01    9.9736341005e-01
       169   -1.7253320239e+01    2.9793016103e+02   -3.0787718690e+01    1.3534398451e+01   -5.6772778176e+01    1.9461534339e+00    1.7058142806e+01    6.9807632464e+00    2.6870000000e+04    2.8253057933e-01    9.9746503185e-01
       170   -1.7255414680e+01    2.9796214238e+02   -3.0808020419e+01    1.3552605739e+01   -5.6843227868e+01    1.9914531050e+00    1.7062991097e+01    6.9807632464e+00    2.6850000000e+04    2.7932422117e-01    9.9749976955e-01
       171   -1.7251807825e+01    2.9783562001e+02   -3.0827033856e+01    1.3575226030e+01   -5.6769941119e+01    1.9032178007e+00    1.7058926217e+01    6.9807632464e+00    2.6916000000e+04    2.8063986550e-01    9.9752394569e-01
       172   -1.7264435030e+01    2.9830135027e+02   -3.0776384640e+01    1.3511949610e+01   -5.6786910982e+01    1.9637117805e+00    1.7066051315e+01    6.9807632464e+00    2.6898000000e+04    2.8410400183e-01    9.9746290414e-01
       173   -1.7261366164e+01    2.9819981436e+02   -3.0825206598e+01    1.3563840433e+01   -5.6826411233e+01    1.9534982287e+00    1.7066943161e+01    6.9807632464e+00    2.6888000000e+04    2.8342115267e-01    9.9743423608e-01
       174   -1.7262140418e+01    2.9821819081e+02   -3.0941612757e+01    1.3679472339e+01   -5.7043609986e+01    2.0321353413e+00    1.7089098641e+01    6.9807632464e+00    2.6960000000e+04    2.8239357850e-01    9.9749945932e-01
       175   -1.7264973095e+01    2.9834830164e+02   -3.1034316984e+01    1.3769343889e+01   -5.6958324549e+01    1.8067560449e+00    1.7136488274e+01    6.9807632464e+00    2.6961000000e+04    2.8275854033e-01    9.9721018431e-01
       176   -1.7254836826e+01    2.9801133960e+02   -3.1063513483e+01    1.3808676657e+01   -5.7016228459e+01    1.8675819873e+00    1.7104369741e+01    6.9807632464e+00    2.6827000000e+04    2.7915615133e-01    9.9747525470e-01
       177   -1.7260385423e+01    2.9817774593e+02   -3.1014825224e+01    1.3754439800e+01   -5.7043047863e+01    1.9199522790e+00    1.7127507114e+01    6.9807632464e+00    2.6851000000e+04    2.7777458800e-01    9.9740660053e-01
       178   -1.7262937974e+01    2.9825572949e+02   -3.1045902245e+01    1.3782964271e+01   -5.7059075548e+01    1.8595607585e+00    1.7172849297e+01    6.9807632464e+00    2.6928000000e+04    2.7887525950e-01    9.9743685978e-01
       179   -1.7268809894e+01    2.9846154562e+02   -3.1106810875e+01    1.3838000981e+01   -5.7138265836e+01    1.9102688380e+00    1.7140422876e+01    6.9807632464e+00    2.6958000000e+04    2.8140896117e-01    9.9733836718e-01
       180   -1.7265825709e+01    2.9852909225e+02   -3.0989524224e+01    1.3723698515e+01   -5.7092203866e+01    1.9894002461e+00    1.7132516150e+01    6.9807632464e+00    2.6948000000e+04    2.7969949800e-01    9.9756050527e-01
       181   -1.7257388548e+01    2.9805895996e+02   -3.1051670332e+01    1.3794281784e+01   -5.7119824361e+01    1.9720852600e+00    1.7115305522e+01    6.9807632464e+00    2.6936000000e+04    2.8014106633e-01    9.9723369791e-01
       182   -1.7259996192e+01    2.9814527471e+02   -3.0961330733e+01    1.3701334542e+01   -5.6967056821e+01    1.9157098331e+00    1.7109253008e+01    6.9807632464e+00    2.6994000000e+04    2.8193035317e-01    9.9728591110e-01
       183   -1.7264720562e+01    2.9830369914e+02   -3.1063449113e+01    1.3798728550e+01   -5.7065567256e+01    1.8877124895e+00    1.7133642408e+01    6.9807632464e+00    2.7012000000e+04    2.8156842650e-01    9.9726960061e-01
       184   -1.7261087713e+01    2.9818816981e+02   -3.0967729825e+01    1.3706642112e+01   -5.7066708443e+01    2.0035217122e+00    1.7114693659e+01    6.9807632464e+00    2.7008000000e+04    2.8343051967e-01    9.9735762441e-01
       185   -1.7259762231e+01    2.9817051899e+02   -3.0769924091e+01    1.3510161860e+01   -5.6832163371e+01    1.9806591149e+00    1.7100816918e+01    6.9807632464e+00    2.7052000000e+04    2.8340434833e-01    9.9730951052e-01
       186   -1.7259580689e+01    2.9810090654e+02   -3.0868395165e+01    1.3608814476e+01   -5.6920353926e+01    1.9856788872e+00    1.7085516628e+01    6.9807632464e+00    2.7102000000e+04    2.8153251417e-01    9.9733386657e-01
       187   -1.7260325359e+01    2.9812833712e+02   -3.1023363073e+01    1.3763037714e+01   -5.7074777707e+01    2.0160905491e+00    1.7054560838e+01    6.9807632464e+00    2.7044000000e+04    2.8002806583e-01    9.9733423839e-01
       188   -1.7261639693e+01    2.9819297062e+02   -3.1069311965e+01    1.3807672272e+01   -5.7219208196e+01    2.0624289523e+00    1.7106704033e+01    6.9807632464e+00    2.6933000000e+04    2.8138346117e-01    9.9755546532e-01
       189   -1.7258344836e+01    2.9817156912e+02   -3.0983248565e+01    1.3724903730e+01   -5.7045095018e+01    1.9683813586e+00    1.7112701848e+01    6.9807632464e+00    2.6858000000e+04    2.8350963833e-01    9.9735168085e-01
       190   -1.7255728849e+01    2.9799886148e+02   -3.0784871337e+01    1.3529142488e+01   -5.6826388171e+01    1.9873368299e+00    1.7073416757e+01    6.9807632464e+00    2.6935000000e+04    2.7926074867e-01    9.9745613171e-01
       191   -1.7260842202e+01    2.9815004053e+02   -3.0684050090e+01    1.3423207889e+01   -5.6493696190e+01    1.7714438818e+00    1.7057438971e+01    6.9807632464e+00    2.6991000000e+04    2.7924249667e-01    9.9733161877e-01
       192   -1.7264637829e+01    2.9832831246e+02   -3.0748264435e+01    1.3483626606e+01   -5.6575258432e+01    1.7635622907e+00    1.7082668460e+01    6.9807632464e+00    2.6979000000e+04    2.7917197283e-01    9.9742404216e-01
       193   -1.7265031401e+01    2.9832797175e+02   -3.0832501868e+01    1.3567470467e+01   -5.6763353437e+01    1.8319249397e+00    1.7118163384e+01    6.9807632464e+00    2.7031000000e+04    2.7990628000e-01    9.9735421848e-01
       194   -1.7258517274e+01    2.9808601460e+02   -3.0858547879e+01    1.3600030605e+01   -5.6659172019e+01    1.7237999804e+00    1.7096060912e+01    6.9807632464e+00    2.7066000000e+04    2.8068458667e-01    9.9763066501e-01
       195   -1.7251650864e+01    2.9784041934e+02   -3.0878672474e+01    1.3627021610e+01   -5.6605576682e+01    1.6550106071e+00    1.7091130354e+01    6.9807632464e+00    2.7063000000e+04    2.8028495950e-01    9.9740452264e-01
       196   -1.7254625797e+01    2.9796690057e+02   -3.1013002631e+01    1.3758376834e+01   -5.6816422762e+01    1.7619599006e+00    1.7060696984e+01    6.9807632464e+00    2.7057000000e+04    2.8173396317e-01    9.9742254123e-01
       197   -1.7266379900e+01    2.9835940365e+02   -3.1017692642e+01    1.3751312742e+01   -5.6877247806e+01    1.8152991098e+00    1.7063492808e+01    6.9807632464e+00    2.6993000000e+04    2.7927267750e-01    9.9739307556e-01
       198   -1.7266432962e+01    2.9835308038e+02   -3.0875795973e+01    1.3609363011e+01   -5.6710728550e+01    1.8355082405e+00    1.7018661090e+01    6.9807632464e+00    2.7004000000e+04    2.7942441050e-01    9.9736612041e-01
       199   -1.7248478184e+01    2.9791550588e+02   -3.0894673914e+01    1.3646195729e+01   -5.6838584559e+01    1.9471449029e+00    1.7016002496e+01    6.9807632464e+00    2.6990000000e+04    2.8173619683e-01    9.9746169356e-01
